online_order_id,online_customer_id,order_datetime,order_status,sales_channel,fulfilment_type,store_id,delivery_fee,discount_amount,payment_type,product_id
80587,10003,10/03/2024 17:45,Cancelled,Mobile App,Delivery,,3.09,0.37,Mobile Wallet,203
80588,10491,09/03/2024 05:32,Completed,Mobile App,Delivery,,2.27,1.03,PayPal,266
80589,10058,22/03/2024 04:53,Placed,Web,Pickup,1,0,0.99,PayPal,662
80590,10361,04/03/2024 17:50,Completed,Mobile App,Pickup,1,0,0.23,PayPal,44
80591,10234,11/03/2024 06:42,Cancelled,Mobile App,Pickup,,0,1.97,PayPal,31
80592,10097,22/03/2024 15:33,Completed,Web,Delivery,,1.04,1.35,Mobile Wallet,931
80593,10054,24/03/2024 18:53,Placed,Web,Pickup,,0,0.29,PayPal,629
80594,10356,08/03/2024 16:17,Placed,Mobile App,Delivery,,3.93,0.68,Mobile Wallet,564
80595,10433,11/03/2024 14:21,Cancelled,Mobile App,Pickup,1,0,0.56,Mobile Wallet,430
80596,10393,17/03/2024 04:57,Cancelled,Mobile App,Pickup,,0,1.98,Mobile Wallet,20
80597,10143,21/03/2024 16:34,Placed,Web,Delivery,,1.75,0.99,Mobile Wallet,801
80598,10483,02/03/2024 08:27,Placed,Web,Delivery,,3.49,1,Card,185
80599,10498,18/03/2024 09:56,Completed,Web,Delivery,,1.91,1.25,Card,831
80600,10339,10/03/2024 04:33,Completed,Mobile App,Pickup,,0,0.98,PayPal,786
80601,10278,02/03/2024 10:30,Cancelled,Web,Pickup,1,0,0.77,PayPal,247
80602,10437,21/03/2024 22:04,Placed,Web,Pickup,,0,0.35,Mobile Wallet,867
80603,10441,23/03/2024 08:49,Cancelled,Web,Pickup,2,0,0.62,PayPal,607
80604,10250,26/03/2024 21:20,Cancelled,Mobile App,Delivery,,2.43,1.71,Mobile Wallet,721
80605,10029,23/03/2024 12:20,Cancelled,Mobile App,Pickup,3,0,1.53,PayPal,193
80606,10165,02/03/2024 06:44,Placed,Web,Delivery,,3.51,0.7,Mobile Wallet,93
80607,10299,29/03/2024 10:50,Completed,Mobile App,Delivery,,1.29,0.69,PayPal,490
80608,10211,12/03/2024 02:45,Preparing,Web,Pickup,1,0,1.3,Mobile Wallet,735
80609,10044,14/03/2024 21:02,Placed,Mobile App,Delivery,,1.51,1.08,Card,152
80610,10236,13/03/2024 03:13,Placed,Mobile App,Pickup,,0,1.18,PayPal,722
80611,10194,27/03/2024 01:21,Placed,Mobile App,Pickup,3,0,0.2,Mobile Wallet,140
80612,10106,23/03/2024 21:09,Completed,Web,Pickup,,0,1.23,PayPal,325
80613,10497,23/03/2024 14:48,Placed,Web,Pickup,2,0,0.57,Card,604
80614,10153,29/03/2024 10:11,Placed,Web,Pickup,2,0,1.18,PayPal,747
80615,10035,10/03/2024 13:05,Completed,Web,Pickup,,0,1.3,PayPal,187
80616,10259,25/03/2024 13:46,Completed,Web,Pickup,,0,0.83,PayPal,960
80617,10320,01/03/2024 20:19,Preparing,Mobile App,Pickup,2,0,0.43,Mobile Wallet,328
80618,10481,30/03/2024 00:47,Cancelled,Web,Pickup,3,0,1.04,PayPal,12
80619,10237,11/03/2024 22:33,Preparing,Mobile App,Delivery,,3.53,0.82,Card,806
80620,10325,19/03/2024 18:29,Completed,Mobile App,Delivery,,2.94,0.51,Mobile Wallet,751
80621,10121,06/03/2024 04:02,Preparing,Web,Pickup,2,0,0.06,PayPal,388
80622,10238,20/03/2024 04:57,Placed,Web,Pickup,,0,0.32,Card,885
80623,10015,30/03/2024 23:26,Preparing,Web,Pickup,3,0,1.93,PayPal,21
80624,10401,03/03/2024 12:25,Placed,Mobile App,Delivery,,2.8,1.73,PayPal,175
80625,10460,19/03/2024 01:30,Preparing,Web,Pickup,1,0,0.22,Mobile Wallet,920
80626,10257,24/03/2024 18:07,Completed,Mobile App,Delivery,,3.65,0.48,Card,966
80627,10396,27/03/2024 14:14,Cancelled,Web,Pickup,3,0,1.87,Card,104
80628,10074,08/03/2024 23:18,Preparing,Mobile App,Delivery,,2.32,0.51,Mobile Wallet,568
80629,10029,06/03/2024 03:23,Completed,Mobile App,Pickup,3,0,0.95,Card,51
80630,10494,17/03/2024 12:29,Cancelled,Mobile App,Pickup,2,0,1.64,Card,370
80631,10331,03/03/2024 11:43,Preparing,Mobile App,Delivery,,2.66,0.62,Mobile Wallet,205
80632,10186,25/03/2024 08:15,Preparing,Mobile App,Delivery,,2.17,1.82,PayPal,485
80633,10475,05/03/2024 02:34,Preparing,Mobile App,Pickup,3,0,0.42,Card,917
80634,10469,30/03/2024 07:53,Cancelled,Web,Pickup,3,0,0.55,Card,907
80635,10422,19/03/2024 19:03,Completed,Mobile App,Pickup,,0,1.75,Card,451
80636,10423,12/03/2024 21:02,Placed,Mobile App,Delivery,,2.26,1.46,Mobile Wallet,155
80637,10378,02/03/2024 05:52,Placed,Web,Pickup,,0,1.26,Mobile Wallet,995
80638,10070,19/03/2024 05:37,Preparing,Mobile App,Delivery,,1.94,0.16,Card,989
80639,10128,28/03/2024 00:49,Cancelled,Mobile App,Delivery,,2.35,1.75,Card,81
80640,10134,27/03/2024 23:44,Completed,Mobile App,Delivery,,1.6,0.83,Card,923
80641,10202,01/03/2024 22:38,Placed,Web,Pickup,2,0,1.81,PayPal,172
80642,10102,03/03/2024 06:22,Cancelled,Mobile App,Pickup,2,0,1.2,Card,81
80643,10046,26/03/2024 19:34,Placed,Web,Pickup,2,0,1.44,PayPal,328
80644,10396,06/03/2024 09:26,Preparing,Web,Pickup,,0,0.38,PayPal,878
80645,10148,06/03/2024 22:12,Cancelled,Web,Pickup,,0,1.2,PayPal,536
80646,10373,20/03/2024 00:55,Preparing,Mobile App,Delivery,,3.38,0.06,PayPal,603
80647,10121,17/03/2024 19:44,Cancelled,Web,Pickup,2,0,0.02,Card,549
80648,10447,10/03/2024 15:47,Cancelled,Mobile App,Pickup,,0,1.47,PayPal,498
80649,10038,26/03/2024 08:23,Placed,Web,Delivery,,2,0.47,PayPal,634
80650,10311,01/03/2024 05:51,Completed,Mobile App,Delivery,,1.91,0.79,PayPal,764
80651,10068,27/03/2024 10:02,Preparing,Mobile App,Delivery,,1.51,0.99,PayPal,838
80652,10450,05/03/2024 01:55,Completed,Mobile App,Pickup,2,0,0.28,Card,890
80653,10161,06/03/2024 19:40,Cancelled,Mobile App,Delivery,,3.24,1.85,PayPal,747
80654,10463,24/03/2024 12:40,Completed,Mobile App,Pickup,3,0,1.79,PayPal,217
80655,10378,26/03/2024 06:56,Cancelled,Web,Pickup,2,0,0.38,Card,811
80656,10118,02/03/2024 15:10,Cancelled,Mobile App,Delivery,,1.49,0.93,Card,872
80657,10459,21/03/2024 02:15,Completed,Mobile App,Pickup,1,0,0.92,Card,34
80658,10434,06/03/2024 15:03,Completed,Web,Delivery,,1.61,0.57,Card,378
80659,10384,27/03/2024 13:23,Placed,Web,Pickup,2,0,0.83,Card,382
80660,10127,15/03/2024 22:58,Placed,Mobile App,Pickup,1,0,1.36,Mobile Wallet,565
80661,10063,27/03/2024 20:48,Placed,Mobile App,Pickup,3,0,0.31,Card,29
80662,10236,29/03/2024 14:19,Completed,Web,Pickup,,0,0.66,Card,231
80663,10336,26/03/2024 21:40,Preparing,Web,Pickup,3,0,1.73,Mobile Wallet,886
80664,10145,04/03/2024 05:14,Cancelled,Web,Pickup,1,0,0.8,Card,821
80665,10123,01/03/2024 22:24,Preparing,Web,Pickup,1,0,0.78,PayPal,917
80666,10146,06/03/2024 11:43,Completed,Mobile App,Delivery,,3.4,1.47,PayPal,478
80667,10463,17/03/2024 08:10,Placed,Mobile App,Delivery,,2.54,0.98,PayPal,8
80668,10244,05/03/2024 02:32,Cancelled,Mobile App,Pickup,,0,1.23,PayPal,111
80669,10323,02/03/2024 20:10,Completed,Mobile App,Pickup,1,0,1.35,Mobile Wallet,284
80670,10352,23/03/2024 13:01,Placed,Mobile App,Delivery,,2.4,0.16,PayPal,530
80671,10154,06/03/2024 19:34,Completed,Web,Delivery,,2.57,0.59,Card,144
80672,10283,03/03/2024 01:15,Placed,Mobile App,Delivery,,2.24,0.93,Mobile Wallet,429
80673,10292,12/03/2024 14:22,Placed,Web,Pickup,3,0,0.23,Mobile Wallet,586
80674,10237,09/03/2024 07:01,Cancelled,Web,Delivery,,1.25,1.75,PayPal,804
80675,10161,29/03/2024 09:22,Completed,Mobile App,Pickup,,0,1.93,Card,866
80676,10109,04/03/2024 13:26,Completed,Web,Delivery,,2.3,0.04,PayPal,483
80677,10060,08/03/2024 19:34,Cancelled,Mobile App,Delivery,,3.08,1.74,Mobile Wallet,92
80678,10309,29/03/2024 03:33,Completed,Mobile App,Pickup,3,0,1.61,Card,909
80679,10065,01/03/2024 15:09,Preparing,Web,Delivery,,3.45,1.39,Card,121
80680,10440,10/03/2024 12:32,Cancelled,Web,Delivery,,2.95,0.87,Mobile Wallet,200
80681,10440,04/03/2024 22:02,Completed,Mobile App,Delivery,,1.44,0.84,Card,424
80682,10086,21/03/2024 06:20,Cancelled,Mobile App,Delivery,,1.06,0.9,Card,351
80683,10104,03/03/2024 07:37,Completed,Web,Pickup,,0,0.21,Mobile Wallet,884
80684,10222,27/03/2024 08:03,Completed,Web,Pickup,,0,0.97,PayPal,182
80685,10263,03/03/2024 18:18,Placed,Mobile App,Pickup,2,0,1.15,Mobile Wallet,215
80686,10033,22/03/2024 13:00,Placed,Mobile App,Pickup,,0,1.25,Mobile Wallet,782
80687,10178,01/03/2024 22:43,Preparing,Mobile App,Pickup,,0,1.45,PayPal,440
80688,10177,24/03/2024 02:28,Preparing,Mobile App,Pickup,2,0,1.84,Mobile Wallet,749
80689,10337,14/03/2024 08:27,Cancelled,Mobile App,Pickup,2,0,1.67,Mobile Wallet,19
80690,10335,08/03/2024 08:58,Preparing,Mobile App,Pickup,,0,1.38,Card,899
80691,10342,08/03/2024 21:16,Preparing,Web,Pickup,2,0,1.21,Card,603
80692,10407,14/03/2024 19:40,Preparing,Web,Pickup,,0,1.11,Card,298
80693,10184,08/03/2024 05:14,Preparing,Web,Pickup,3,0,1.61,PayPal,704
80694,10221,29/03/2024 02:32,Preparing,Web,Delivery,,2.69,0.97,PayPal,193
80695,10402,26/03/2024 08:25,Completed,Web,Pickup,1,0,1.71,Mobile Wallet,230
80696,10310,03/03/2024 07:04,Cancelled,Mobile App,Delivery,,3.89,1.51,Card,174
80697,10401,26/03/2024 14:22,Placed,Web,Delivery,,1.5,0.24,Card,656
80698,10467,14/03/2024 07:04,Cancelled,Mobile App,Pickup,2,0,1.47,Card,678
80699,10079,07/03/2024 06:29,Placed,Web,Pickup,3,0,0.88,PayPal,119
80700,10394,12/03/2024 03:57,Cancelled,Mobile App,Delivery,,1.86,0.34,PayPal,486
80701,10191,29/03/2024 15:31,Preparing,Web,Pickup,3,0,1.51,Mobile Wallet,678
80702,10216,07/03/2024 06:43,Cancelled,Mobile App,Delivery,,3.75,1.8,Mobile Wallet,718
80703,10407,21/03/2024 03:24,Preparing,Web,Pickup,1,0,1.44,Mobile Wallet,633
80704,10484,04/03/2024 20:36,Completed,Mobile App,Delivery,,2.2,1.54,PayPal,624
80705,10032,30/03/2024 04:39,Preparing,Web,Pickup,1,0,1.96,Mobile Wallet,420
80706,10410,19/03/2024 07:05,Completed,Mobile App,Pickup,,0,1.82,Card,956
80707,10424,19/03/2024 09:12,Cancelled,Web,Pickup,2,0,1.78,Mobile Wallet,92
80708,10404,30/03/2024 12:36,Cancelled,Web,Pickup,3,0,1.76,Card,93
80709,10019,06/03/2024 17:37,Completed,Web,Pickup,,0,0.19,Mobile Wallet,237
80710,10160,02/03/2024 01:34,Placed,Mobile App,Pickup,2,0,0.48,PayPal,52
80711,10372,03/03/2024 17:28,Completed,Mobile App,Pickup,1,0,1.25,PayPal,821
80712,10064,30/03/2024 15:01,Placed,Mobile App,Delivery,,1.89,1.47,PayPal,777
80713,10174,27/03/2024 11:15,Preparing,Mobile App,Delivery,,1.9,1.33,Mobile Wallet,367
80714,10294,18/03/2024 04:30,Preparing,Web,Delivery,,1.98,1.16,PayPal,835
80715,10233,07/03/2024 16:04,Cancelled,Mobile App,Delivery,,1.25,0.12,Card,468
80716,10244,21/03/2024 07:19,Placed,Mobile App,Delivery,,3.03,0.81,Mobile Wallet,908
80717,10266,27/03/2024 14:12,Cancelled,Mobile App,Pickup,3,0,1.99,Mobile Wallet,427
80718,10477,08/03/2024 09:52,Preparing,Web,Pickup,,0,0.97,PayPal,389
80719,10067,10/03/2024 16:15,Cancelled,Mobile App,Delivery,,1.1,0.31,Mobile Wallet,500
80720,10190,28/03/2024 09:06,Cancelled,Web,Delivery,,1.36,1.14,Card,268
80721,10268,06/03/2024 08:36,Completed,Mobile App,Delivery,,3.97,0.61,PayPal,536
80722,10015,07/03/2024 11:15,Cancelled,Web,Delivery,,3.81,0.61,PayPal,680
80723,10111,23/03/2024 05:53,Placed,Web,Delivery,,2.64,0.14,Card,957
80724,10214,26/03/2024 17:57,Cancelled,Mobile App,Pickup,3,0,1.56,PayPal,170
80725,10428,07/03/2024 07:18,Cancelled,Mobile App,Delivery,,3,0.3,Mobile Wallet,994
80726,10167,29/03/2024 10:24,Cancelled,Mobile App,Delivery,,1.7,0.79,Mobile Wallet,388
80727,10024,30/03/2024 09:30,Placed,Web,Pickup,3,0,1.41,Mobile Wallet,821
80728,10323,30/03/2024 07:19,Placed,Web,Pickup,1,0,1.91,Mobile Wallet,122
80729,10296,26/03/2024 22:51,Preparing,Mobile App,Delivery,,2.51,0.04,Mobile Wallet,423
80730,10480,01/03/2024 20:43,Completed,Web,Delivery,,1.74,1.41,Mobile Wallet,619
80731,10228,25/03/2024 06:46,Completed,Mobile App,Delivery,,2.77,0.98,Card,350
80732,10175,19/03/2024 21:13,Placed,Mobile App,Pickup,2,0,0.76,Card,574
80733,10059,25/03/2024 15:46,Preparing,Mobile App,Delivery,,1.43,0.51,Card,100
80734,10079,08/03/2024 16:48,Placed,Mobile App,Pickup,,0,0.36,Mobile Wallet,535
80735,10030,05/03/2024 11:51,Completed,Web,Pickup,,0,0.83,PayPal,144
80736,10133,03/03/2024 08:39,Preparing,Web,Pickup,1,0,1.5,Mobile Wallet,953
80737,10122,06/03/2024 05:41,Completed,Web,Pickup,,0,0.64,Mobile Wallet,776
80738,10209,23/03/2024 00:50,Placed,Mobile App,Delivery,,2.9,1.83,Card,675
80739,10138,12/03/2024 05:02,Preparing,Mobile App,Delivery,,2.7,0.89,Mobile Wallet,50
80740,10257,07/03/2024 11:30,Completed,Web,Delivery,,3.35,1.08,PayPal,944
80741,10493,01/03/2024 01:05,Cancelled,Mobile App,Pickup,1,0,1.31,Card,397
80742,10001,22/03/2024 22:40,Completed,Mobile App,Delivery,,3.52,0.76,PayPal,938
80743,10432,27/03/2024 15:08,Completed,Web,Delivery,,1.48,1.07,Card,825
80744,10154,18/03/2024 23:46,Placed,Web,Delivery,,3.18,2,PayPal,322
80745,10108,29/03/2024 21:46,Completed,Mobile App,Pickup,3,0,0.55,Mobile Wallet,689
80746,10165,21/03/2024 22:13,Completed,Web,Pickup,2,0,1.83,Card,711
80747,10331,28/03/2024 16:57,Cancelled,Web,Delivery,,3.7,1.35,PayPal,597
80748,10285,25/03/2024 11:46,Placed,Web,Pickup,,0,1.08,Mobile Wallet,14
80749,10228,17/03/2024 01:33,Cancelled,Mobile App,Delivery,,2.16,1.68,Mobile Wallet,58
80750,10005,22/03/2024 01:23,Completed,Web,Delivery,,2.33,0.44,Card,257
80751,10389,09/03/2024 17:10,Placed,Mobile App,Pickup,3,0,1.62,Card,555
80752,10120,02/03/2024 16:11,Completed,Mobile App,Pickup,3,0,1.81,Mobile Wallet,889
80753,10311,01/03/2024 07:47,Preparing,Mobile App,Delivery,,1.33,0.55,Mobile Wallet,804
80754,10253,26/03/2024 02:41,Preparing,Web,Delivery,,1.2,0.26,Card,427
80755,10066,24/03/2024 19:20,Completed,Web,Pickup,2,0,1.7,Card,258
80756,10497,01/03/2024 02:08,Cancelled,Web,Pickup,,0,1.71,PayPal,649
80757,10222,06/03/2024 12:56,Cancelled,Mobile App,Pickup,3,0,0.72,Card,460
80758,10453,03/03/2024 03:17,Completed,Mobile App,Delivery,,2.6,0.63,PayPal,178
80759,10100,27/03/2024 00:34,Placed,Web,Pickup,1,0,1.96,PayPal,271
80760,10491,12/03/2024 09:02,Preparing,Web,Delivery,,1.99,0.13,Mobile Wallet,478
80761,10050,22/03/2024 20:15,Cancelled,Web,Delivery,,2.78,1.25,PayPal,793
80762,10431,05/03/2024 21:47,Cancelled,Web,Pickup,2,0,1.92,Card,725
80763,10421,04/03/2024 07:38,Cancelled,Web,Pickup,2,0,1.25,Mobile Wallet,806
80764,10064,03/03/2024 18:17,Placed,Mobile App,Delivery,,1.94,1.7,Card,227
80765,10401,03/03/2024 19:43,Cancelled,Web,Delivery,,1.9,1.25,Card,224
80766,10053,26/03/2024 10:51,Placed,Mobile App,Delivery,,3.55,0.8,Mobile Wallet,355
80767,10386,28/03/2024 06:53,Placed,Mobile App,Pickup,2,0,0.77,PayPal,907
80768,10451,16/03/2024 10:57,Placed,Mobile App,Delivery,,2.55,1.18,Card,554
80769,10053,28/03/2024 02:05,Placed,Web,Delivery,,3.71,0.25,Mobile Wallet,521
80770,10132,22/03/2024 21:48,Cancelled,Web,Pickup,,0,0.49,Card,527
80771,10031,15/03/2024 04:25,Cancelled,Mobile App,Delivery,,1.93,1.77,Card,8
80772,10076,28/03/2024 10:59,Completed,Mobile App,Pickup,3,0,0.74,Card,107
80773,10266,03/03/2024 14:36,Preparing,Web,Delivery,,2.27,0.39,Card,703
80774,10328,04/03/2024 02:42,Completed,Web,Delivery,,3,1.39,PayPal,76
80775,10308,29/03/2024 00:56,Completed,Mobile App,Pickup,3,0,0.66,Card,589
80776,10233,23/03/2024 13:41,Preparing,Web,Delivery,,2.92,1.39,PayPal,646
80777,10320,11/03/2024 21:04,Cancelled,Mobile App,Delivery,,3.42,0.75,PayPal,122
80778,10095,17/03/2024 12:17,Placed,Web,Delivery,,2.07,1.11,Card,718
80779,10149,29/03/2024 17:35,Completed,Web,Pickup,2,0,1.95,Card,703
80780,10102,10/03/2024 23:08,Completed,Web,Pickup,2,0,0.68,Mobile Wallet,405
80781,10126,09/03/2024 22:04,Placed,Web,Delivery,,3.53,1.82,Card,401
80782,10426,18/03/2024 05:53,Placed,Mobile App,Delivery,,3.81,0.61,Card,909
80783,10190,24/03/2024 23:32,Cancelled,Web,Pickup,2,0,0.24,Card,569
80784,10407,09/03/2024 17:22,Cancelled,Mobile App,Delivery,,1.95,0.86,Mobile Wallet,404
80785,10126,29/03/2024 00:52,Preparing,Mobile App,Delivery,,3.37,0.66,Card,928
80786,10323,24/03/2024 03:09,Cancelled,Web,Pickup,2,0,1.45,PayPal,259
80787,10405,08/03/2024 14:52,Cancelled,Mobile App,Delivery,,2.5,0.93,PayPal,661
80788,10365,23/03/2024 12:26,Cancelled,Mobile App,Pickup,,0,1.16,Mobile Wallet,203
80789,10472,10/03/2024 10:19,Preparing,Web,Delivery,,2.36,0.47,Card,672
80790,10157,27/03/2024 00:05,Preparing,Mobile App,Pickup,,0,0.51,Card,498
80791,10069,14/03/2024 10:16,Cancelled,Mobile App,Delivery,,1.69,0.08,Mobile Wallet,580
80792,10319,21/03/2024 12:46,Cancelled,Mobile App,Pickup,,0,0.82,PayPal,321
80793,10163,02/03/2024 02:59,Preparing,Mobile App,Pickup,,0,0.47,Mobile Wallet,369
80794,10039,14/03/2024 09:41,Placed,Mobile App,Pickup,1,0,1.85,Card,457
80795,10061,17/03/2024 09:28,Placed,Web,Delivery,,2,1.35,PayPal,180
80796,10155,28/03/2024 11:45,Preparing,Mobile App,Pickup,2,0,0.02,PayPal,270
80797,10145,19/03/2024 11:11,Placed,Mobile App,Pickup,,0,1.31,Card,32
80798,10444,11/03/2024 07:51,Preparing,Mobile App,Pickup,2,0,0.47,Mobile Wallet,267
80799,10403,16/03/2024 12:05,Placed,Mobile App,Pickup,,0,1.69,PayPal,229
80800,10395,20/03/2024 23:09,Cancelled,Web,Pickup,2,0,0.75,Mobile Wallet,515
80801,10448,14/03/2024 21:45,Placed,Mobile App,Delivery,,3.43,1.67,PayPal,457
80802,10116,19/03/2024 08:35,Completed,Mobile App,Pickup,,0,1.17,Mobile Wallet,368
80803,10403,07/03/2024 07:58,Preparing,Mobile App,Delivery,,2.7,1.6,Mobile Wallet,271
80804,10294,10/03/2024 07:02,Cancelled,Web,Pickup,,0,1.07,Card,811
80805,10244,15/03/2024 23:10,Cancelled,Mobile App,Delivery,,1.28,0.21,Mobile Wallet,665
80806,10091,28/03/2024 11:02,Cancelled,Web,Delivery,,1.56,0.14,PayPal,558
80807,10146,11/03/2024 14:32,Completed,Web,Delivery,,2.36,0.74,Card,670
80808,10088,18/03/2024 19:11,Preparing,Web,Pickup,,0,0.26,PayPal,416
80809,10245,18/03/2024 16:53,Preparing,Web,Delivery,,3.61,0.62,Mobile Wallet,494
80810,10341,28/03/2024 11:24,Completed,Web,Pickup,2,0,1,Mobile Wallet,236
80811,10235,01/03/2024 08:07,Preparing,Mobile App,Pickup,2,0,0.13,PayPal,192
80812,10310,24/03/2024 22:22,Completed,Mobile App,Delivery,,2.38,1.15,Mobile Wallet,831
80813,10047,16/03/2024 18:46,Completed,Mobile App,Pickup,,0,1.23,Card,216
80814,10213,09/03/2024 04:08,Cancelled,Mobile App,Delivery,,2.15,1.32,Mobile Wallet,45
80815,10292,18/03/2024 21:51,Placed,Web,Delivery,,3.66,0.32,Mobile Wallet,525
80816,10276,10/03/2024 21:18,Cancelled,Mobile App,Pickup,1,0,1.98,Mobile Wallet,265
80817,10063,05/03/2024 18:55,Completed,Mobile App,Pickup,1,0,0.9,PayPal,578
80818,10107,22/03/2024 00:48,Placed,Web,Delivery,,2.92,1.35,PayPal,460
80819,10196,09/03/2024 20:20,Cancelled,Web,Pickup,,0,0.02,Card,421
80820,10364,15/03/2024 21:17,Cancelled,Mobile App,Delivery,,2.38,0.17,Mobile Wallet,524
80821,10125,22/03/2024 10:13,Completed,Web,Pickup,2,0,0.34,Card,605
80822,10311,09/03/2024 01:35,Completed,Web,Delivery,,2.6,0.78,Card,17
80823,10344,13/03/2024 10:27,Preparing,Mobile App,Delivery,,2.07,0.43,Card,99
80824,10458,21/03/2024 02:50,Placed,Web,Delivery,,2.17,0.62,Card,771
80825,10307,03/03/2024 05:09,Cancelled,Web,Delivery,,3.79,0.75,Card,848
80826,10103,01/03/2024 17:31,Cancelled,Web,Delivery,,3.97,0.67,Card,380
80827,10349,11/03/2024 00:55,Placed,Web,Delivery,,3.17,0.09,Mobile Wallet,822
80828,10056,26/03/2024 13:54,Preparing,Web,Pickup,3,0,1.87,PayPal,824
80829,10481,11/03/2024 13:51,Preparing,Web,Pickup,1,0,0.71,Card,239
80830,10008,01/03/2024 13:05,Cancelled,Web,Pickup,3,0,0.92,Card,6
80831,10337,02/03/2024 23:59,Placed,Web,Pickup,3,0,0.82,Mobile Wallet,385
80832,10256,25/03/2024 09:39,Preparing,Mobile App,Delivery,,3.88,1.2,Mobile Wallet,110
80833,10357,16/03/2024 02:41,Preparing,Mobile App,Pickup,2,0,1.96,Mobile Wallet,549
80834,10247,16/03/2024 06:01,Placed,Mobile App,Delivery,,2.15,1.28,Card,209
80835,10258,11/03/2024 14:04,Placed,Web,Delivery,,1.93,1.48,Card,573
80836,10318,03/03/2024 17:27,Preparing,Mobile App,Delivery,,2.5,0.4,PayPal,793
80837,10105,11/03/2024 20:01,Cancelled,Mobile App,Delivery,,1.4,0.64,Card,802
80838,10267,02/03/2024 01:52,Preparing,Mobile App,Pickup,3,0,0.69,Card,564
80839,10277,12/03/2024 07:15,Preparing,Mobile App,Delivery,,2.56,0.37,Mobile Wallet,149
80840,10004,23/03/2024 09:00,Placed,Web,Delivery,,1.16,1.98,Card,270
80841,10065,08/03/2024 21:42,Preparing,Web,Delivery,,2.52,0.85,PayPal,411
80842,10160,09/03/2024 23:45,Preparing,Mobile App,Delivery,,1.53,0.5,PayPal,507
80843,10296,13/03/2024 08:56,Cancelled,Web,Pickup,2,0,1.9,PayPal,803
80844,10204,22/03/2024 10:08,Cancelled,Mobile App,Pickup,2,0,1.01,Mobile Wallet,671
80845,10222,22/03/2024 22:28,Placed,Mobile App,Delivery,,2.28,0.17,PayPal,410
80846,10305,26/03/2024 03:51,Preparing,Mobile App,Delivery,,2.14,0.61,PayPal,531
80847,10193,16/03/2024 03:58,Preparing,Mobile App,Pickup,1,0,0.39,Card,292
80848,10003,23/03/2024 18:53,Completed,Mobile App,Delivery,,2.21,0.83,PayPal,987
80849,10497,23/03/2024 06:43,Completed,Web,Pickup,,0,0.82,Card,268
80850,10472,18/03/2024 12:19,Preparing,Web,Delivery,,3.29,1.91,Mobile Wallet,516
80851,10179,03/03/2024 15:01,Cancelled,Mobile App,Pickup,3,0,1.47,Card,264
80852,10245,17/03/2024 10:45,Placed,Web,Delivery,,1.78,0.91,Mobile Wallet,789
80853,10076,28/03/2024 09:42,Preparing,Web,Pickup,2,0,0.23,Card,601
80854,10330,27/03/2024 16:14,Placed,Web,Pickup,,0,1.75,Card,649
80855,10425,14/03/2024 18:06,Cancelled,Mobile App,Pickup,3,0,1.47,Mobile Wallet,979
80856,10446,05/03/2024 23:21,Completed,Web,Delivery,,1.81,0.42,Mobile Wallet,295
80857,10204,08/03/2024 15:56,Cancelled,Web,Pickup,1,0,0.19,Mobile Wallet,954
80858,10214,20/03/2024 14:42,Preparing,Web,Pickup,3,0,0.75,Mobile Wallet,588
80859,10069,23/03/2024 03:21,Preparing,Web,Delivery,,2.35,1.63,Card,205
80860,10103,09/03/2024 07:35,Preparing,Mobile App,Delivery,,3.95,1.74,PayPal,208
80861,10321,29/03/2024 23:09,Preparing,Web,Delivery,,1.88,0.76,PayPal,110
80862,10033,27/03/2024 15:40,Preparing,Mobile App,Pickup,1,0,0.97,Card,783
80863,10005,13/03/2024 02:37,Placed,Web,Delivery,,1.29,1.04,Card,505
80864,10193,22/03/2024 12:53,Completed,Mobile App,Pickup,,0,0.67,Mobile Wallet,769
80865,10456,11/03/2024 21:42,Completed,Mobile App,Pickup,3,0,0.76,Card,554
80866,10500,05/03/2024 13:25,Placed,Mobile App,Pickup,3,0,1.74,PayPal,1000
80867,10372,02/03/2024 04:02,Placed,Mobile App,Delivery,,3.85,1.5,Card,9
80868,10189,24/03/2024 10:25,Cancelled,Web,Pickup,,0,0.01,Mobile Wallet,334
80869,10491,29/03/2024 20:15,Completed,Web,Pickup,1,0,1.94,Mobile Wallet,270
80870,10167,28/03/2024 14:44,Cancelled,Mobile App,Pickup,2,0,1.48,Card,511
80871,10179,30/03/2024 23:04,Placed,Mobile App,Pickup,,0,0.59,Card,411
80872,10365,24/03/2024 16:02,Placed,Web,Delivery,,2.49,0.17,Mobile Wallet,235
80873,10281,21/03/2024 07:27,Placed,Mobile App,Pickup,2,0,1.33,Card,877
80874,10125,08/03/2024 18:09,Placed,Web,Delivery,,2.3,1.43,Card,10
80875,10476,13/03/2024 18:13,Preparing,Mobile App,Pickup,,0,1.33,Mobile Wallet,738
80876,10064,25/03/2024 07:51,Cancelled,Web,Delivery,,3.39,0.67,Card,880
80877,10478,30/03/2024 07:24,Completed,Mobile App,Delivery,,3.73,1.49,Mobile Wallet,834
80878,10196,11/03/2024 04:10,Completed,Web,Pickup,2,0,0.58,Card,343
80879,10046,06/03/2024 06:49,Completed,Web,Pickup,2,0,1.71,PayPal,422
80880,10296,15/03/2024 03:28,Placed,Web,Delivery,,3.54,1.96,PayPal,666
80881,10395,24/03/2024 15:42,Preparing,Web,Pickup,2,0,0.79,Mobile Wallet,690
