store_id,trans_datetime,staff_id,payment_type,order_channel,loyalty_member_id,pos_receipt_id,time_range,month,line_number,product_id,quantity,unit_price,line_discount
5,2024-02-22 05:06:00,5009,Mobile Wallet,Click-and-Collect,3001.0,90887,00:00-06:00,Feb,5,121,2,2.44,0.25
5,2024-02-22 05:06:00,5009,Mobile Wallet,Click-and-Collect,3001.0,90887,00:00-06:00,Feb,2,289,3,4.23,0.0
5,2024-02-21 08:09:00,5005,Voucher,Click-and-Collect,3001.0,90648,06:00-12:00,Feb,2,439,2,4.27,0.1
4,2024-02-16 01:09:00,5005,Cash,Click-and-Collect,3002.0,90825,00:00-06:00,Feb,3,61,3,3.9,0.1
4,2024-02-16 01:09:00,5005,Cash,Click-and-Collect,3002.0,90825,00:00-06:00,Feb,5,16,2,4.95,0.25
1,2024-02-20 20:47:00,5008,Voucher,Click-and-Collect,3001.0,90721,18:00-24:00,Feb,1,310,1,4.51,0.25
1,2024-02-20 20:47:00,5008,Voucher,Click-and-Collect,3001.0,90721,18:00-24:00,Feb,4,236,3,1.82,0.0
1,2024-02-20 20:47:00,5008,Voucher,Click-and-Collect,3001.0,90721,18:00-24:00,Feb,2,300,3,4.08,0.0
1,2024-02-20 20:47:00,5008,Voucher,Click-and-Collect,3001.0,90721,18:00-24:00,Feb,2,420,3,2.22,0.5
1,2024-02-20 20:47:00,5008,Voucher,Click-and-Collect,3001.0,90721,18:00-24:00,Feb,1,574,3,1.99,0.25
1,2024-02-20 20:47:00,5008,Voucher,Click-and-Collect,3001.0,90721,18:00-24:00,Feb,4,649,1,5.37,0.0
5,2024-01-18 04:55:00,5002,Cash,Click-and-Collect,3001.0,90986,00:00-06:00,Jan,2,887,2,5.16,0.25
5,2024-01-18 04:55:00,5002,Cash,Click-and-Collect,3001.0,90986,00:00-06:00,Jan,2,769,4,5.63,0.25
5,2024-01-18 04:55:00,5002,Cash,Click-and-Collect,3001.0,90986,00:00-06:00,Jan,4,468,3,5.26,0.5
5,2024-01-18 04:55:00,5002,Cash,Click-and-Collect,3001.0,90986,00:00-06:00,Jan,3,178,1,3.2,0.5
5,2024-01-18 04:55:00,5002,Cash,Click-and-Collect,3001.0,90986,00:00-06:00,Jan,4,713,2,3.2,0.0
3,2024-01-04 04:40:00,5006,Mobile Wallet,Click-and-Collect,3005.0,90719,00:00-06:00,Jan,2,887,2,2.62,0.25
3,2024-01-04 04:40:00,5006,Mobile Wallet,Click-and-Collect,3005.0,90719,00:00-06:00,Jan,3,665,2,1.56,0.0
3,2024-01-04 04:40:00,5006,Mobile Wallet,Click-and-Collect,3005.0,90719,00:00-06:00,Jan,1,636,1,5.98,0.0
5,2024-01-21 00:47:00,5005,Cash,Click-and-Collect,,90780,00:00-06:00,Jan,4,864,4,3.7,0.25
1,2024-03-02 18:17:00,5004,Cash,Click-and-Collect,,90385,18:00-24:00,Mar,4,463,1,4.35,0.0
1,2024-03-02 18:17:00,5004,Cash,Click-and-Collect,,90385,18:00-24:00,Mar,2,642,2,4.07,0.5
1,2024-03-02 18:17:00,5004,Cash,Click-and-Collect,,90385,18:00-24:00,Mar,5,965,1,1.73,0.1
1,2024-03-07 23:41:00,5010,Voucher,Click-and-Collect,3005.0,90528,18:00-24:00,Mar,2,336,1,3.3,0.0
1,2024-03-07 23:41:00,5010,Voucher,Click-and-Collect,3005.0,90528,18:00-24:00,Mar,4,768,3,4.63,0.25
1,2024-03-07 23:41:00,5010,Voucher,Click-and-Collect,3005.0,90528,18:00-24:00,Mar,2,811,2,1.8,0.5
1,2024-03-07 23:41:00,5010,Voucher,Click-and-Collect,3005.0,90528,18:00-24:00,Mar,5,924,4,2.7,0.5
2,2024-01-22 10:50:00,5005,Voucher,In-Store,,90974,06:00-12:00,Jan,4,500,3,4.12,0.0
2,2024-01-22 10:50:00,5005,Voucher,In-Store,,90974,06:00-12:00,Jan,4,350,3,5.21,0.1
2,2024-01-22 10:50:00,5005,Voucher,In-Store,,90974,06:00-12:00,Jan,2,423,2,4.84,0.1
2,2024-01-22 10:50:00,5005,Voucher,In-Store,,90974,06:00-12:00,Jan,5,91,3,3.07,0.0
2,2024-01-22 10:50:00,5005,Voucher,In-Store,,90974,06:00-12:00,Jan,3,438,2,5.67,0.0
3,2024-01-05 12:33:00,5010,Voucher,Click-and-Collect,3001.0,90651,12:00-18:00,Jan,4,844,4,5.59,0.25
3,2024-01-05 12:33:00,5010,Voucher,Click-and-Collect,3001.0,90651,12:00-18:00,Jan,3,397,3,2.64,0.0
3,2024-01-05 12:33:00,5010,Voucher,Click-and-Collect,3001.0,90651,12:00-18:00,Jan,5,980,3,2.06,0.25
3,2024-01-05 12:33:00,5010,Voucher,Click-and-Collect,3001.0,90651,12:00-18:00,Jan,2,681,3,5.33,0.5
5,2024-03-29 11:21:00,5007,Card,In-Store,,90992,06:00-12:00,Mar,1,60,1,4.87,0.0
5,2024-03-29 11:21:00,5007,Card,In-Store,,90992,06:00-12:00,Mar,3,440,2,3.73,0.25
1,2024-02-09 00:32:00,5004,Card,Click-and-Collect,3002.0,90346,00:00-06:00,Feb,3,561,2,4.05,0.5
1,2024-02-09 00:32:00,5004,Card,Click-and-Collect,3002.0,90346,00:00-06:00,Feb,1,838,3,2.9,0.5
4,2024-01-19 22:26:00,5001,Card,In-Store,3004.0,90916,18:00-24:00,Jan,1,699,1,1.71,0.5
4,2024-01-19 22:26:00,5001,Card,In-Store,3004.0,90916,18:00-24:00,Jan,1,588,1,2.53,0.0
4,2024-01-19 22:26:00,5001,Card,In-Store,3004.0,90916,18:00-24:00,Jan,4,588,3,2.32,0.1
4,2024-01-19 22:26:00,5001,Card,In-Store,3004.0,90916,18:00-24:00,Jan,5,472,2,2.7,0.5
1,2024-01-29 17:31:00,5009,Card,Click-and-Collect,3005.0,90128,12:00-18:00,Jan,4,952,2,3.49,0.0
3,2024-01-19 16:01:00,5008,Voucher,In-Store,3004.0,90208,12:00-18:00,Jan,2,706,2,5.47,0.25
3,2024-01-19 16:01:00,5008,Voucher,In-Store,3004.0,90208,12:00-18:00,Jan,2,515,4,2.74,0.0
3,2024-03-22 07:08:00,5010,Card,In-Store,3003.0,90896,06:00-12:00,Mar,4,34,4,2.68,0.0
3,2024-03-22 07:08:00,5010,Card,In-Store,3003.0,90896,06:00-12:00,Mar,3,956,3,1.92,0.25
3,2024-03-22 07:08:00,5010,Card,In-Store,3003.0,90896,06:00-12:00,Mar,5,569,2,2.05,0.0
3,2024-03-22 07:08:00,5010,Card,In-Store,3003.0,90896,06:00-12:00,Mar,4,721,4,2.33,0.25
3,2024-03-22 07:08:00,5010,Card,In-Store,3003.0,90896,06:00-12:00,Mar,4,210,1,2.82,0.1
2,2024-02-09 20:12:00,5003,Cash,In-Store,,90085,18:00-24:00,Feb,2,381,2,1.73,0.25
5,2024-01-01 09:39:00,5005,Cash,In-Store,3003.0,90440,06:00-12:00,Jan,2,672,1,4.67,0.0
1,2024-01-27 14:58:00,5008,Mobile Wallet,In-Store,3004.0,90489,12:00-18:00,Jan,1,80,2,4.17,0.5
1,2024-01-27 14:58:00,5008,Mobile Wallet,In-Store,3004.0,90489,12:00-18:00,Jan,1,321,4,5.22,0.1
1,2024-02-20 21:07:00,5008,Mobile Wallet,In-Store,3002.0,90009,18:00-24:00,Feb,2,713,3,5.18,0.5
1,2024-02-20 21:07:00,5008,Mobile Wallet,In-Store,3002.0,90009,18:00-24:00,Feb,5,159,1,2.81,0.1
4,2024-03-16 03:51:00,5001,Voucher,Click-and-Collect,3002.0,90490,00:00-06:00,Mar,1,73,2,3.22,0.0
4,2024-03-16 03:51:00,5001,Voucher,Click-and-Collect,3002.0,90490,00:00-06:00,Mar,2,36,3,4.34,0.0
2,2024-01-11 11:47:00,5002,Mobile Wallet,Click-and-Collect,3004.0,90321,06:00-12:00,Jan,2,377,3,2.12,0.1
2,2024-01-11 11:47:00,5002,Mobile Wallet,Click-and-Collect,3004.0,90321,06:00-12:00,Jan,2,447,2,2.92,0.5
5,2024-02-28 17:51:00,5004,Cash,In-Store,3005.0,90071,12:00-18:00,Feb,4,610,1,4.54,0.1
5,2024-02-28 17:51:00,5004,Cash,In-Store,3005.0,90071,12:00-18:00,Feb,4,544,1,4.25,0.1
5,2024-02-28 17:51:00,5004,Cash,In-Store,3005.0,90071,12:00-18:00,Feb,3,899,4,5.4,0.25
1,2024-01-10 14:01:00,5004,Cash,Click-and-Collect,,90360,12:00-18:00,Jan,4,740,2,4.33,0.1
1,2024-01-10 14:01:00,5004,Cash,Click-and-Collect,,90360,12:00-18:00,Jan,1,863,2,4.13,0.25
5,2024-03-20 23:23:00,5002,Card,In-Store,3001.0,90631,18:00-24:00,Mar,3,583,3,3.33,0.0
5,2024-03-20 23:23:00,5002,Card,In-Store,3001.0,90631,18:00-24:00,Mar,1,704,4,5.37,0.0
5,2024-03-20 23:23:00,5002,Card,In-Store,3001.0,90631,18:00-24:00,Mar,2,889,2,4.84,0.5
4,2024-01-16 01:15:00,5009,Card,Click-and-Collect,3004.0,90144,00:00-06:00,Jan,3,489,3,5.71,0.0
4,2024-01-16 01:15:00,5009,Card,Click-and-Collect,3004.0,90144,00:00-06:00,Jan,5,516,3,2.55,0.25
4,2024-01-16 01:15:00,5009,Card,Click-and-Collect,3004.0,90144,00:00-06:00,Jan,3,192,3,5.29,0.0
4,2024-01-16 01:15:00,5009,Card,Click-and-Collect,3004.0,90144,00:00-06:00,Jan,3,771,1,4.15,0.5
4,2024-01-16 01:15:00,5009,Card,Click-and-Collect,3004.0,90144,00:00-06:00,Jan,4,457,2,2.31,0.1
4,2024-01-16 01:15:00,5009,Card,Click-and-Collect,3004.0,90144,00:00-06:00,Jan,4,37,2,1.61,0.1
4,2024-03-27 07:17:00,5002,Card,Click-and-Collect,,90987,06:00-12:00,Mar,3,440,3,5.06,0.1
5,2024-02-22 13:35:00,5003,Cash,Click-and-Collect,,90661,12:00-18:00,Feb,4,885,1,4.27,0.5
5,2024-02-22 13:35:00,5003,Cash,Click-and-Collect,,90661,12:00-18:00,Feb,1,87,2,3.99,0.25
5,2024-02-22 13:35:00,5003,Cash,Click-and-Collect,,90661,12:00-18:00,Feb,4,344,4,4.1,0.25
5,2024-02-22 13:35:00,5003,Cash,Click-and-Collect,,90661,12:00-18:00,Feb,5,78,3,5.56,0.25
5,2024-02-22 13:35:00,5003,Cash,Click-and-Collect,,90661,12:00-18:00,Feb,3,17,1,3.61,0.5
1,2024-02-02 05:07:00,5005,Mobile Wallet,Click-and-Collect,3002.0,90869,00:00-06:00,Feb,4,868,3,2.42,0.1
1,2024-02-02 05:07:00,5005,Mobile Wallet,Click-and-Collect,3002.0,90869,00:00-06:00,Feb,2,207,4,5.86,0.0
1,2024-02-02 05:07:00,5005,Mobile Wallet,Click-and-Collect,3002.0,90869,00:00-06:00,Feb,5,695,1,5.96,0.25
5,2024-02-25 19:20:00,5002,Voucher,Click-and-Collect,3002.0,90303,18:00-24:00,Feb,4,662,1,5.03,0.1
4,2024-02-28 07:53:00,5010,Card,In-Store,,90396,06:00-12:00,Feb,2,680,2,3.73,0.0
4,2024-02-28 07:53:00,5010,Card,In-Store,,90396,06:00-12:00,Feb,5,116,2,3.75,0.0
3,2024-01-26 08:30:00,5008,Voucher,Click-and-Collect,3004.0,90911,06:00-12:00,Jan,4,13,3,5.7,0.1
3,2024-01-26 08:30:00,5008,Voucher,Click-and-Collect,3004.0,90911,06:00-12:00,Jan,5,200,1,5.4,0.5
3,2024-01-26 08:30:00,5008,Voucher,Click-and-Collect,3004.0,90911,06:00-12:00,Jan,4,485,1,3.73,0.25
2,2024-03-22 07:51:00,5006,Cash,Click-and-Collect,3002.0,90882,06:00-12:00,Mar,4,860,4,3.14,0.1
2,2024-03-22 07:51:00,5006,Cash,Click-and-Collect,3002.0,90882,06:00-12:00,Mar,3,322,2,2.4,0.25
3,2024-01-16 14:28:00,5004,Cash,In-Store,,90978,12:00-18:00,Jan,1,789,1,1.58,0.0
3,2024-01-16 14:28:00,5004,Cash,In-Store,,90978,12:00-18:00,Jan,4,177,4,4.99,0.0
4,2024-01-20 15:27:00,5005,Card,Click-and-Collect,3004.0,90269,12:00-18:00,Jan,5,221,1,5.65,0.5
4,2024-01-20 15:27:00,5005,Card,Click-and-Collect,3004.0,90269,12:00-18:00,Jan,3,633,2,1.88,0.5
4,2024-01-20 15:27:00,5005,Card,Click-and-Collect,3004.0,90269,12:00-18:00,Jan,4,149,4,1.55,0.5
4,2024-01-20 15:27:00,5005,Card,Click-and-Collect,3004.0,90269,12:00-18:00,Jan,4,308,4,2.06,0.25
4,2024-01-20 15:27:00,5005,Card,Click-and-Collect,3004.0,90269,12:00-18:00,Jan,5,719,2,1.72,0.5
3,2024-01-24 16:19:00,5008,Cash,In-Store,,90294,12:00-18:00,Jan,4,216,4,5.04,0.25
3,2024-01-24 16:19:00,5008,Cash,In-Store,,90294,12:00-18:00,Jan,3,419,2,4.96,0.5
3,2024-01-24 16:19:00,5008,Cash,In-Store,,90294,12:00-18:00,Jan,1,18,4,5.13,0.1
3,2024-01-24 16:19:00,5008,Cash,In-Store,,90294,12:00-18:00,Jan,1,644,4,3.41,0.5
3,2024-01-24 16:19:00,5008,Cash,In-Store,,90294,12:00-18:00,Jan,4,481,1,4.59,0.5
2,2024-03-12 15:48:00,5005,Mobile Wallet,Click-and-Collect,,90656,12:00-18:00,Mar,1,550,2,2.75,0.25
2,2024-03-12 15:48:00,5005,Mobile Wallet,Click-and-Collect,,90656,12:00-18:00,Mar,2,507,4,1.55,0.25
2,2024-03-12 15:48:00,5005,Mobile Wallet,Click-and-Collect,,90656,12:00-18:00,Mar,1,828,3,3.4,0.5
2,2024-01-14 06:12:00,5008,Voucher,In-Store,3005.0,90524,06:00-12:00,Jan,5,116,1,2.71,0.25
2,2024-01-14 06:12:00,5008,Voucher,In-Store,3005.0,90524,06:00-12:00,Jan,5,944,2,5.88,0.1
2,2024-01-14 06:12:00,5008,Voucher,In-Store,3005.0,90524,06:00-12:00,Jan,4,804,3,4.62,0.0
2,2024-01-14 06:12:00,5008,Voucher,In-Store,3005.0,90524,06:00-12:00,Jan,1,286,2,4.96,0.0
2,2024-01-14 06:12:00,5008,Voucher,In-Store,3005.0,90524,06:00-12:00,Jan,1,908,4,2.14,0.1
5,2024-02-28 04:44:00,5006,Card,Click-and-Collect,,90335,00:00-06:00,Feb,2,401,1,2.9,0.5
5,2024-03-26 06:55:00,5010,Card,Click-and-Collect,3001.0,90060,06:00-12:00,Mar,1,247,1,1.89,0.5
5,2024-03-26 06:55:00,5010,Card,Click-and-Collect,3001.0,90060,06:00-12:00,Mar,4,251,1,5.66,0.0
5,2024-03-26 06:55:00,5010,Card,Click-and-Collect,3001.0,90060,06:00-12:00,Mar,3,150,3,3.57,0.1
5,2024-03-26 06:55:00,5010,Card,Click-and-Collect,3001.0,90060,06:00-12:00,Mar,3,647,3,3.39,0.25
2,2024-01-27 18:13:00,5008,Cash,In-Store,3003.0,90627,18:00-24:00,Jan,1,624,1,2.89,0.1
1,2024-02-01 01:34:00,5003,Mobile Wallet,In-Store,,90013,00:00-06:00,Feb,4,725,2,4.66,0.1
2,2024-03-21 12:55:00,5002,Mobile Wallet,Click-and-Collect,,90976,12:00-18:00,Mar,3,356,3,2.25,0.1
1,2024-01-29 19:19:00,5001,Card,Click-and-Collect,3003.0,90751,18:00-24:00,Jan,3,908,1,4.97,0.0
1,2024-01-29 19:19:00,5001,Card,Click-and-Collect,3003.0,90751,18:00-24:00,Jan,5,443,4,3.23,0.1
4,2024-02-14 20:47:00,5010,Voucher,In-Store,3002.0,90827,18:00-24:00,Feb,5,440,3,3.86,0.25
4,2024-02-14 20:47:00,5010,Voucher,In-Store,3002.0,90827,18:00-24:00,Feb,4,547,3,3.31,0.0
4,2024-03-03 19:55:00,5004,Voucher,Click-and-Collect,,90643,18:00-24:00,Mar,1,79,4,3.55,0.25
5,2024-02-16 04:16:00,5001,Voucher,Click-and-Collect,3005.0,90512,00:00-06:00,Feb,3,531,4,5.61,0.0
5,2024-02-16 04:16:00,5001,Voucher,Click-and-Collect,3005.0,90512,00:00-06:00,Feb,1,880,2,3.15,0.25
5,2024-02-16 04:16:00,5001,Voucher,Click-and-Collect,3005.0,90512,00:00-06:00,Feb,5,219,4,2.71,0.5
5,2024-02-16 04:16:00,5001,Voucher,Click-and-Collect,3005.0,90512,00:00-06:00,Feb,2,697,4,2.16,0.25
3,2024-02-18 05:49:00,5008,Voucher,In-Store,,90916,00:00-06:00,Feb,1,699,1,1.71,0.5
3,2024-02-18 05:49:00,5008,Voucher,In-Store,,90916,00:00-06:00,Feb,1,588,1,2.53,0.0
3,2024-02-18 05:49:00,5008,Voucher,In-Store,,90916,00:00-06:00,Feb,4,588,3,2.32,0.1
3,2024-02-18 05:49:00,5008,Voucher,In-Store,,90916,00:00-06:00,Feb,5,472,2,2.7,0.5
5,2024-01-28 15:52:00,5010,Voucher,In-Store,3003.0,90880,12:00-18:00,Jan,3,884,1,2.6,0.5
1,2024-03-22 18:38:00,5009,Mobile Wallet,Click-and-Collect,,90393,18:00-24:00,Mar,4,240,4,1.7,0.5
1,2024-03-22 18:38:00,5009,Mobile Wallet,Click-and-Collect,,90393,18:00-24:00,Mar,3,242,4,4.89,0.25
1,2024-03-22 18:38:00,5009,Mobile Wallet,Click-and-Collect,,90393,18:00-24:00,Mar,5,943,2,2.31,0.0
1,2024-03-22 18:38:00,5009,Mobile Wallet,Click-and-Collect,,90393,18:00-24:00,Mar,5,56,1,3.42,0.1
5,2024-03-23 14:04:00,5006,Voucher,In-Store,,90823,12:00-18:00,Mar,1,565,2,4.25,0.0
5,2024-03-23 14:04:00,5006,Voucher,In-Store,,90823,12:00-18:00,Mar,4,936,4,2.51,0.1
5,2024-03-23 14:04:00,5006,Voucher,In-Store,,90823,12:00-18:00,Mar,2,521,4,3.69,0.25
5,2024-03-23 14:04:00,5006,Voucher,In-Store,,90823,12:00-18:00,Mar,1,381,4,2.38,0.0
3,2024-02-19 20:05:00,5001,Voucher,In-Store,3005.0,90938,18:00-24:00,Feb,4,246,3,4.99,0.5
3,2024-02-19 20:05:00,5001,Voucher,In-Store,3005.0,90938,18:00-24:00,Feb,5,738,3,2.72,0.0
4,2024-02-09 22:45:00,5002,Voucher,In-Store,,90382,18:00-24:00,Feb,4,123,1,2.31,0.0
4,2024-02-09 22:45:00,5002,Voucher,In-Store,,90382,18:00-24:00,Feb,4,835,3,2.32,0.5
4,2024-02-09 22:45:00,5002,Voucher,In-Store,,90382,18:00-24:00,Feb,1,460,2,3.9,0.0
1,2024-03-03 06:05:00,5004,Voucher,Click-and-Collect,,90071,06:00-12:00,Mar,4,610,1,4.54,0.1
1,2024-03-03 06:05:00,5004,Voucher,Click-and-Collect,,90071,06:00-12:00,Mar,4,544,1,4.25,0.1
1,2024-03-03 06:05:00,5004,Voucher,Click-and-Collect,,90071,06:00-12:00,Mar,3,899,4,5.4,0.25
4,2024-03-12 22:32:00,5001,Cash,In-Store,3003.0,90089,18:00-24:00,Mar,3,567,4,1.54,0.1
4,2024-03-12 22:32:00,5001,Cash,In-Store,3003.0,90089,18:00-24:00,Mar,1,877,2,3.19,0.1
2,2024-03-09 13:25:00,5010,Voucher,Click-and-Collect,,90578,12:00-18:00,Mar,3,971,2,3.59,0.25
2,2024-03-09 13:25:00,5010,Voucher,Click-and-Collect,,90578,12:00-18:00,Mar,4,804,3,4.83,0.1
4,2024-02-10 17:07:00,5007,Voucher,In-Store,3001.0,90378,12:00-18:00,Feb,3,485,3,3.41,0.25
4,2024-02-10 17:07:00,5007,Voucher,In-Store,3001.0,90378,12:00-18:00,Feb,5,606,4,5.99,0.1
4,2024-02-10 17:07:00,5007,Voucher,In-Store,3001.0,90378,12:00-18:00,Feb,1,463,4,3.82,0.1
4,2024-02-10 17:07:00,5007,Voucher,In-Store,3001.0,90378,12:00-18:00,Feb,4,152,4,1.92,0.1
5,2024-01-27 19:02:00,5009,Cash,In-Store,3004.0,90779,18:00-24:00,Jan,5,546,2,2.08,0.5
5,2024-01-27 19:02:00,5009,Cash,In-Store,3004.0,90779,18:00-24:00,Jan,1,816,2,2.18,0.5
4,2024-01-30 20:19:00,5007,Mobile Wallet,Click-and-Collect,,90239,18:00-24:00,Jan,3,555,3,4.36,0.0
4,2024-01-30 20:19:00,5007,Mobile Wallet,Click-and-Collect,,90239,18:00-24:00,Jan,4,948,1,1.67,0.1
4,2024-01-30 20:19:00,5007,Mobile Wallet,Click-and-Collect,,90239,18:00-24:00,Jan,5,859,4,4.76,0.25
1,2024-03-14 03:13:00,5006,Voucher,In-Store,3001.0,90002,00:00-06:00,Mar,2,630,3,2.58,0.5
1,2024-03-14 03:13:00,5006,Voucher,In-Store,3001.0,90002,00:00-06:00,Mar,1,778,4,5.32,0.25
1,2024-03-14 03:13:00,5006,Voucher,In-Store,3001.0,90002,00:00-06:00,Mar,1,501,2,3.63,0.0
4,2024-01-29 09:17:00,5009,Voucher,Click-and-Collect,3001.0,90211,06:00-12:00,Jan,2,543,2,3.39,0.0
4,2024-01-29 09:17:00,5009,Voucher,Click-and-Collect,3001.0,90211,06:00-12:00,Jan,2,576,1,4.49,0.25
4,2024-01-29 09:17:00,5009,Voucher,Click-and-Collect,3001.0,90211,06:00-12:00,Jan,3,410,2,5.22,0.0
4,2024-01-29 09:17:00,5009,Voucher,Click-and-Collect,3001.0,90211,06:00-12:00,Jan,5,176,2,3.06,0.25
5,2024-01-22 03:58:00,5006,Card,Click-and-Collect,,90729,00:00-06:00,Jan,5,287,1,1.7,0.1
5,2024-01-22 03:58:00,5006,Card,Click-and-Collect,,90729,00:00-06:00,Jan,2,85,3,4.01,0.1
4,2024-02-19 14:11:00,5010,Mobile Wallet,In-Store,3005.0,90423,12:00-18:00,Feb,4,992,4,4.01,0.1
4,2024-02-19 14:11:00,5010,Mobile Wallet,In-Store,3005.0,90423,12:00-18:00,Feb,5,718,3,3.56,0.0
4,2024-02-19 14:11:00,5010,Mobile Wallet,In-Store,3005.0,90423,12:00-18:00,Feb,5,928,2,2.22,0.1
4,2024-02-19 14:11:00,5010,Mobile Wallet,In-Store,3005.0,90423,12:00-18:00,Feb,3,979,3,3.82,0.0
2,2024-01-15 09:01:00,5009,Card,In-Store,3005.0,90098,06:00-12:00,Jan,1,518,2,4.37,0.5
2,2024-01-15 09:01:00,5009,Card,In-Store,3005.0,90098,06:00-12:00,Jan,4,571,1,1.73,0.1
2,2024-01-15 09:01:00,5009,Card,In-Store,3005.0,90098,06:00-12:00,Jan,3,403,1,2.58,0.1
2,2024-01-06 19:34:00,5003,Card,Click-and-Collect,3005.0,90607,18:00-24:00,Jan,2,578,1,1.88,0.5
2,2024-01-06 19:34:00,5003,Card,Click-and-Collect,3005.0,90607,18:00-24:00,Jan,2,582,1,3.46,0.1
2,2024-01-06 19:34:00,5003,Card,Click-and-Collect,3005.0,90607,18:00-24:00,Jan,4,611,4,2.96,0.0
2,2024-01-06 19:34:00,5003,Card,Click-and-Collect,3005.0,90607,18:00-24:00,Jan,2,131,3,1.54,0.1
2,2024-02-26 04:55:00,5005,Cash,In-Store,3003.0,90299,00:00-06:00,Feb,3,268,3,5.67,0.5
2,2024-02-26 04:55:00,5005,Cash,In-Store,3003.0,90299,00:00-06:00,Feb,4,451,4,5.48,0.25
2,2024-02-26 04:55:00,5005,Cash,In-Store,3003.0,90299,00:00-06:00,Feb,1,919,2,2.44,0.1
4,2024-03-19 23:22:00,5007,Cash,In-Store,3003.0,90326,18:00-24:00,Mar,2,464,3,2.55,0.1
4,2024-03-19 23:22:00,5007,Cash,In-Store,3003.0,90326,18:00-24:00,Mar,5,498,4,2.98,0.25
4,2024-03-19 23:22:00,5007,Cash,In-Store,3003.0,90326,18:00-24:00,Mar,4,860,2,4.77,0.25
4,2024-03-19 23:22:00,5007,Cash,In-Store,3003.0,90326,18:00-24:00,Mar,4,970,4,2.31,0.5
5,2024-01-24 13:47:00,5010,Mobile Wallet,In-Store,3001.0,90799,12:00-18:00,Jan,4,789,1,2.2,0.1
5,2024-01-24 13:47:00,5010,Mobile Wallet,In-Store,3001.0,90799,12:00-18:00,Jan,5,410,3,4.51,0.5
5,2024-01-24 13:47:00,5010,Mobile Wallet,In-Store,3001.0,90799,12:00-18:00,Jan,2,400,4,4.23,0.1
4,2024-02-24 12:44:00,5010,Mobile Wallet,Click-and-Collect,3002.0,90478,12:00-18:00,Feb,2,322,4,2.04,0.25
4,2024-02-24 12:44:00,5010,Mobile Wallet,Click-and-Collect,3002.0,90478,12:00-18:00,Feb,3,113,2,3.73,0.25
2,2024-01-06 16:14:00,5002,Card,In-Store,,90463,12:00-18:00,Jan,4,910,2,3.36,0.5
2,2024-01-06 16:14:00,5002,Card,In-Store,,90463,12:00-18:00,Jan,1,39,1,3.16,0.25
2,2024-01-06 16:14:00,5002,Card,In-Store,,90463,12:00-18:00,Jan,1,316,4,2.69,0.0
2,2024-01-06 16:14:00,5002,Card,In-Store,,90463,12:00-18:00,Jan,2,850,3,2.47,0.25
2,2024-01-06 16:14:00,5002,Card,In-Store,,90463,12:00-18:00,Jan,3,490,2,2.67,0.25
2,2024-01-06 16:14:00,5002,Card,In-Store,,90463,12:00-18:00,Jan,2,43,1,5.16,0.25
3,2024-03-29 22:47:00,5010,Cash,In-Store,3005.0,90162,18:00-24:00,Mar,3,451,4,3.68,0.1
3,2024-03-29 22:47:00,5010,Cash,In-Store,3005.0,90162,18:00-24:00,Mar,2,827,3,5.22,0.0
2,2024-01-08 22:07:00,5003,Card,In-Store,,90856,18:00-24:00,Jan,3,878,3,2.17,0.1
2,2024-01-08 22:07:00,5003,Card,In-Store,,90856,18:00-24:00,Jan,1,107,2,3.92,0.5
2,2024-01-08 22:07:00,5003,Card,In-Store,,90856,18:00-24:00,Jan,5,534,3,4.04,0.25
2,2024-01-08 22:07:00,5003,Card,In-Store,,90856,18:00-24:00,Jan,4,602,1,2.15,0.25
1,2024-03-22 15:05:00,5002,Card,In-Store,,90406,12:00-18:00,Mar,4,30,2,3.52,0.5
1,2024-03-22 15:05:00,5002,Card,In-Store,,90406,12:00-18:00,Mar,2,526,1,4.55,0.25
2,2024-03-24 10:39:00,5009,Cash,Click-and-Collect,3001.0,90032,06:00-12:00,Mar,2,815,2,2.81,0.25
2,2024-03-24 10:39:00,5009,Cash,Click-and-Collect,3001.0,90032,06:00-12:00,Mar,1,975,4,5.35,0.1
5,2024-02-27 13:51:00,5007,Mobile Wallet,Click-and-Collect,3003.0,90474,12:00-18:00,Feb,1,256,1,3.49,0.0
5,2024-02-27 13:51:00,5007,Mobile Wallet,Click-and-Collect,3003.0,90474,12:00-18:00,Feb,5,424,1,2.34,0.25
5,2024-02-27 13:51:00,5007,Mobile Wallet,Click-and-Collect,3003.0,90474,12:00-18:00,Feb,2,105,2,2.05,0.0
5,2024-02-27 13:51:00,5007,Mobile Wallet,Click-and-Collect,3003.0,90474,12:00-18:00,Feb,5,457,3,4.99,0.5
5,2024-02-27 13:51:00,5007,Mobile Wallet,Click-and-Collect,3003.0,90474,12:00-18:00,Feb,1,380,2,3.5,0.1
1,2024-01-20 09:51:00,5010,Cash,Click-and-Collect,3003.0,90134,06:00-12:00,Jan,5,203,4,3.18,0.0
3,2024-02-08 12:14:00,5010,Card,Click-and-Collect,,90601,12:00-18:00,Feb,2,266,1,1.6,0.0
3,2024-02-08 12:14:00,5010,Card,Click-and-Collect,,90601,12:00-18:00,Feb,1,565,3,3.05,0.25
3,2024-02-08 12:14:00,5010,Card,Click-and-Collect,,90601,12:00-18:00,Feb,1,243,4,3.79,0.5
3,2024-02-08 12:14:00,5010,Card,Click-and-Collect,,90601,12:00-18:00,Feb,4,674,2,1.76,0.0
