store_id,trans_datetime,staff_id,payment_type,order_channel,loyalty_member_id,,pos_receipt_id
2,17/03/2024 16:19,5001,Card,In-Store,3004,,90812
4,15/01/2024 08:29,5003,Mobile Wallet,In-Store,3002,,90170
3,05/01/2024 14:11,5009,Mobile Wallet,In-Store,3003,,90154
1,23/01/2024 13:39,5001,Card,In-Store,,,90425
5,01/02/2024 06:01,5009,Mobile Wallet,In-Store,3001,,90491
2,09/03/2024 22:26,5002,Voucher,Click-and-Collect,3001,,90250
4,18/02/2024 05:52,5009,Cash,In-Store,,,90645
5,02/02/2024 04:25,5005,Mobile Wallet,In-Store,,,90171
2,23/02/2024 02:44,5004,Mobile Wallet,Click-and-Collect,3005,,90993
4,24/01/2024 19:51,5002,Cash,Click-and-Collect,,,90222
5,14/02/2024 00:56,5004,Cash,Click-and-Collect,3005,,90851
4,02/01/2024 21:11,5006,Mobile Wallet,Click-and-Collect,3005,,90676
3,24/03/2024 18:30,5009,Cash,Click-and-Collect,3001,,90611
1,25/03/2024 15:48,5010,Card,In-Store,,,90112
3,13/01/2024 10:01,5001,Card,Click-and-Collect,3002,,90621
5,15/01/2024 01:01,5003,Voucher,Click-and-Collect,3003,,90516
1,30/01/2024 03:08,5003,Card,In-Store,,,90553
5,02/02/2024 16:20,5002,Voucher,In-Store,,,90431
1,14/02/2024 10:47,5005,Cash,Click-and-Collect,3001,,90961
1,13/02/2024 01:06,5006,Cash,In-Store,3005,,90604
4,02/02/2024 21:07,5003,Mobile Wallet,Click-and-Collect,3003,,90785
3,22/01/2024 05:54,5004,Mobile Wallet,In-Store,3002,,90194
2,10/01/2024 21:05,5009,Mobile Wallet,Click-and-Collect,3002,,90008
3,21/02/2024 08:13,5002,Mobile Wallet,In-Store,,,90371
3,14/02/2024 14:07,5005,Cash,In-Store,3002,,90876
4,24/03/2024 00:00,5009,Mobile Wallet,In-Store,,,90774
3,24/01/2024 23:13,5008,Card,In-Store,3001,,90380
5,05/03/2024 04:48,5002,Mobile Wallet,In-Store,,,90353
4,29/03/2024 04:56,5005,Card,In-Store,3001,,90458
4,21/01/2024 05:42,5002,Voucher,In-Store,,,90821
2,14/03/2024 13:30,5005,Mobile Wallet,Click-and-Collect,3001,,90844
1,16/03/2024 18:23,5006,Card,In-Store,,,90066
2,09/02/2024 23:36,5003,Cash,Click-and-Collect,3004,,90954
5,23/02/2024 18:41,5002,Mobile Wallet,In-Store,3003,,90656
2,17/01/2024 19:23,5003,Mobile Wallet,Click-and-Collect,,,90035
3,25/02/2024 04:59,5010,Card,In-Store,3004,,90245
5,02/01/2024 09:20,5009,Voucher,In-Store,,,90799
1,19/02/2024 10:42,5007,Mobile Wallet,In-Store,3005,,90206
4,03/03/2024 03:41,5006,Mobile Wallet,In-Store,3004,,90563
4,30/01/2024 11:49,5003,Cash,In-Store,3003,,90621
5,03/01/2024 10:06,5004,Cash,In-Store,3001,,90005
5,11/03/2024 08:14,5002,Voucher,Click-and-Collect,3001,,90075
2,07/01/2024 18:56,5005,Cash,In-Store,3003,,90980
2,04/01/2024 20:29,5003,Cash,Click-and-Collect,,,90496
2,11/03/2024 09:36,5007,Voucher,In-Store,3002,,90919
2,06/01/2024 00:06,5010,Cash,Click-and-Collect,3003,,90392
1,24/02/2024 06:01,5009,Voucher,In-Store,3005,,90423
5,21/03/2024 21:20,5010,Cash,Click-and-Collect,,,90255
3,18/03/2024 04:31,5006,Cash,In-Store,,,90568
1,07/02/2024 01:41,5010,Cash,Click-and-Collect,3001,,90916
1,24/03/2024 22:50,5001,Card,Click-and-Collect,3002,,90755
3,07/01/2024 15:21,5007,Voucher,Click-and-Collect,3004,,90235
3,14/01/2024 15:27,5003,Cash,Click-and-Collect,,,90798
1,12/03/2024 23:25,5003,Mobile Wallet,In-Store,3005,,90007
1,24/01/2024 22:25,5006,Card,Click-and-Collect,,,90323
2,09/03/2024 00:28,5006,Card,Click-and-Collect,3002,,90228
1,15/01/2024 14:11,5010,Mobile Wallet,Click-and-Collect,3001,,90963
4,06/01/2024 23:13,5006,Card,In-Store,3004,,90469
1,07/03/2024 04:18,5005,Cash,Click-and-Collect,,,90706
4,05/02/2024 21:22,5010,Voucher,Click-and-Collect,,,90104
4,16/01/2024 06:30,5010,Card,Click-and-Collect,,,90562
2,28/02/2024 15:09,5009,Card,Click-and-Collect,3005,,90189
3,30/03/2024 12:37,5007,Voucher,Click-and-Collect,3001,,90875
4,30/01/2024 22:05,5009,Voucher,In-Store,3003,,90703
1,25/03/2024 02:52,5004,Voucher,In-Store,3004,,90443
1,21/03/2024 05:33,5007,Mobile Wallet,In-Store,3001,,90826
2,19/03/2024 00:55,5004,Card,Click-and-Collect,,,90547
4,17/03/2024 04:25,5007,Mobile Wallet,In-Store,,,90576
3,22/03/2024 04:54,5007,Voucher,Click-and-Collect,3004,,90221
1,06/01/2024 06:31,5002,Mobile Wallet,In-Store,,,90763
2,04/03/2024 13:22,5005,Mobile Wallet,In-Store,,,90021
3,01/01/2024 10:45,5007,Card,Click-and-Collect,,,90590
2,27/03/2024 01:51,5009,Mobile Wallet,Click-and-Collect,,,90333
2,30/03/2024 04:35,5010,Mobile Wallet,Click-and-Collect,3005,,90391
4,23/01/2024 06:48,5004,Cash,Click-and-Collect,3004,,90656
1,15/01/2024 23:54,5005,Voucher,In-Store,3001,,90082
1,01/01/2024 14:17,5006,Voucher,In-Store,3003,,90728
5,17/02/2024 09:40,5006,Mobile Wallet,In-Store,3002,,90766
4,15/02/2024 03:58,5007,Voucher,In-Store,,,90129
1,22/02/2024 05:11,5007,Mobile Wallet,In-Store,3002,,90171
4,22/01/2024 19:38,5001,Card,Click-and-Collect,,,90056
4,06/01/2024 07:37,5006,Mobile Wallet,In-Store,,,90269
2,23/03/2024 04:00,5009,Cash,Click-and-Collect,3002,,90235
1,17/03/2024 12:23,5010,Cash,In-Store,3005,,90540
3,01/03/2024 19:21,5001,Cash,In-Store,3002,,90885
1,31/01/2024 16:02,5009,Cash,Click-and-Collect,3001,,90456
4,13/01/2024 01:21,5005,Voucher,Click-and-Collect,,,90446
4,26/01/2024 17:10,5008,Mobile Wallet,In-Store,3004,,90233
2,27/01/2024 11:28,5010,Card,In-Store,3004,,90267
4,19/01/2024 23:57,5001,Card,In-Store,,,90294
4,06/02/2024 11:43,5009,Voucher,Click-and-Collect,3002,,90307
5,19/01/2024 15:21,5002,Card,Click-and-Collect,,,90562
3,07/01/2024 04:15,5003,Mobile Wallet,In-Store,3003,,90256
3,26/03/2024 02:46,5009,Cash,Click-and-Collect,3005,,90082
2,10/02/2024 01:18,5007,Mobile Wallet,In-Store,3005,,90665
2,21/03/2024 09:01,5008,Mobile Wallet,In-Store,,,90140
1,15/01/2024 12:14,5007,Card,In-Store,3005,,90718
1,30/03/2024 16:28,5003,Cash,Click-and-Collect,3001,,90051
5,18/01/2024 19:30,5002,Voucher,In-Store,3002,,90276
1,13/03/2024 13:05,5002,Voucher,In-Store,,,90155
1,28/02/2024 11:21,5003,Mobile Wallet,Click-and-Collect,,,90805
2,10/03/2024 22:03,5009,Mobile Wallet,Click-and-Collect,,,90339
4,22/01/2024 00:32,5008,Voucher,In-Store,3001,,90557
2,04/03/2024 19:36,5006,Cash,In-Store,3001,,90849
2,25/02/2024 17:55,5003,Mobile Wallet,In-Store,3002,,90790
5,23/02/2024 13:56,5003,Mobile Wallet,In-Store,3004,,90472
5,28/02/2024 17:11,5003,Cash,In-Store,,,90399
1,26/03/2024 12:22,5007,Card,Click-and-Collect,,,90763
3,20/03/2024 09:02,5004,Cash,In-Store,3002,,90370
4,29/02/2024 05:57,5006,Cash,Click-and-Collect,3004,,90242
5,15/03/2024 05:11,5001,Voucher,Click-and-Collect,3001,,90599
3,08/03/2024 07:29,5004,Card,In-Store,3002,,90596
5,14/03/2024 06:48,5004,Mobile Wallet,In-Store,,,90790
1,12/01/2024 20:49,5010,Cash,In-Store,,,90347
1,10/02/2024 14:00,5002,Mobile Wallet,In-Store,3001,,90811
3,13/03/2024 12:44,5001,Mobile Wallet,In-Store,3001,,90808
3,03/02/2024 10:02,5005,Cash,Click-and-Collect,3004,,90022
3,29/02/2024 22:48,5003,Cash,In-Store,3005,,90921
2,12/02/2024 11:55,5008,Voucher,In-Store,3004,,90714
4,05/03/2024 08:29,5010,Mobile Wallet,In-Store,3003,,90750
2,23/01/2024 13:20,5001,Cash,In-Store,3005,,90544
4,13/01/2024 21:51,5005,Mobile Wallet,Click-and-Collect,3001,,90376
1,29/02/2024 11:22,5005,Voucher,Click-and-Collect,3004,,90905
5,12/03/2024 07:20,5005,Mobile Wallet,Click-and-Collect,3003,,90739
3,29/03/2024 13:03,5001,Voucher,In-Store,3002,,90158
5,09/01/2024 18:04,5002,Cash,In-Store,3003,,90099
2,03/01/2024 05:21,5002,Mobile Wallet,In-Store,3004,,90895
3,15/03/2024 03:12,5008,Cash,Click-and-Collect,3002,,90033
5,25/03/2024 06:27,5003,Card,Click-and-Collect,,,90376
1,18/02/2024 09:13,5005,Cash,In-Store,,,90951
5,25/02/2024 01:47,5009,Voucher,Click-and-Collect,3003,,90572
2,16/03/2024 16:49,5005,Cash,Click-and-Collect,3005,,90273
4,24/03/2024 14:19,5008,Card,Click-and-Collect,,,90968
5,10/01/2024 17:00,5010,Card,In-Store,3005,,90395
5,04/03/2024 22:36,5010,Cash,In-Store,,,90641
5,04/03/2024 19:06,5005,Voucher,In-Store,3004,,90785
1,21/02/2024 09:18,5005,Cash,In-Store,3002,,90171
1,12/03/2024 03:23,5007,Mobile Wallet,Click-and-Collect,3001,,90547
1,08/01/2024 20:09,5009,Mobile Wallet,Click-and-Collect,3005,,90333
3,13/02/2024 06:34,5009,Card,Click-and-Collect,3005,,90624
3,21/01/2024 20:40,5007,Card,Click-and-Collect,3001,,90985
5,08/03/2024 07:34,5003,Cash,Click-and-Collect,3001,,90292
3,12/02/2024 20:44,5010,Card,Click-and-Collect,,,90308
5,06/02/2024 06:07,5005,Mobile Wallet,In-Store,3001,,90942
1,25/03/2024 03:15,5010,Mobile Wallet,In-Store,,,90160
3,11/02/2024 19:31,5006,Mobile Wallet,Click-and-Collect,3002,,90263
4,20/03/2024 19:49,5008,Mobile Wallet,Click-and-Collect,3004,,90940
3,17/03/2024 02:40,5004,Mobile Wallet,In-Store,,,90500
5,26/02/2024 08:20,5003,Mobile Wallet,In-Store,3001,,90749
3,12/02/2024 16:38,5001,Mobile Wallet,Click-and-Collect,,,90357
3,24/03/2024 01:28,5009,Card,Click-and-Collect,3004,,90766
5,24/02/2024 15:42,5005,Cash,In-Store,3003,,90313
3,22/01/2024 06:57,5004,Voucher,In-Store,3002,,90515
3,19/01/2024 20:50,5006,Cash,Click-and-Collect,,,90771
1,22/02/2024 02:43,5007,Cash,Click-and-Collect,,,90152
3,21/01/2024 07:37,5001,Cash,In-Store,,,90409
1,20/03/2024 17:23,5008,Cash,Click-and-Collect,3004,,90781
2,24/02/2024 02:26,5004,Mobile Wallet,In-Store,,,90668
3,18/03/2024 16:59,5003,Mobile Wallet,Click-and-Collect,,,90074
1,12/02/2024 07:46,5010,Mobile Wallet,In-Store,,,90688
1,27/03/2024 10:39,5010,Mobile Wallet,In-Store,,,90353
4,27/01/2024 20:37,5007,Card,Click-and-Collect,3001,,90632
3,08/01/2024 22:11,5006,Cash,In-Store,,,90947
4,19/02/2024 19:43,5002,Cash,Click-and-Collect,3001,,90776
1,28/02/2024 00:40,5010,Cash,In-Store,3004,,90972
3,15/02/2024 15:58,5010,Voucher,In-Store,,,90352
3,01/01/2024 06:19,5003,Card,Click-and-Collect,3004,,90340
4,29/02/2024 05:01,5004,Voucher,Click-and-Collect,3003,,90495
2,30/03/2024 20:50,5003,Cash,In-Store,,,90597
3,06/03/2024 12:19,5008,Mobile Wallet,Click-and-Collect,,,90206
2,03/01/2024 11:03,5008,Card,Click-and-Collect,3005,,90398
5,15/03/2024 11:30,5003,Mobile Wallet,Click-and-Collect,,,90020
4,06/02/2024 06:24,5008,Mobile Wallet,In-Store,,,90727
1,17/01/2024 12:13,5010,Voucher,Click-and-Collect,,,90204
4,18/03/2024 12:59,5003,Card,Click-and-Collect,,,90254
4,11/01/2024 13:17,5006,Mobile Wallet,In-Store,3003,,90019
3,19/02/2024 21:42,5005,Card,In-Store,3001,,90514
2,12/01/2024 13:54,5006,Mobile Wallet,Click-and-Collect,3002,,90967
2,13/03/2024 09:22,5006,Cash,In-Store,3002,,90673
2,22/02/2024 12:39,5001,Card,In-Store,3003,,90247
3,01/01/2024 01:15,5007,Cash,Click-and-Collect,3005,,90338
5,22/02/2024 08:43,5002,Card,Click-and-Collect,,,90555
1,31/01/2024 04:18,5002,Voucher,Click-and-Collect,3004,,90932
2,31/01/2024 15:03,5004,Voucher,In-Store,3003,,90940
3,03/02/2024 22:15,5004,Mobile Wallet,Click-and-Collect,3001,,90326
1,03/01/2024 22:05,5008,Card,Click-and-Collect,3002,,90985
4,28/02/2024 17:00,5001,Voucher,In-Store,3002,,90798
1,25/02/2024 00:20,5004,Voucher,Click-and-Collect,,,90632
1,20/02/2024 22:01,5002,Cash,In-Store,,,90368
1,26/01/2024 15:28,5007,Voucher,Click-and-Collect,3004,,90189
5,17/01/2024 07:34,5009,Voucher,In-Store,,,90198
5,06/03/2024 04:47,5008,Card,In-Store,3004,,90974
