online_order_id,online_customer_id,order_datetime,order_status,sales_channel,fulfilment_type,store_id,delivery_fee,discount_amount,payment_type,product_id,time_range
81000,10183,2024-03-05 10:21:00,Completed,Mobile App,Delivery,1,3.69,1.01,Mobile Wallet,423,06:00-12:00
81001,10414,2024-03-02 01:52:00,Cancelled,Mobile App,Delivery,3,2.76,1.7,PayPal,159,00:00-06:00
81002,10083,2024-03-22 01:50:00,Placed,Web,Delivery,3,3.86,0.46,Card,465,00:00-06:00
81003,10414,2024-03-08 07:54:00,Completed,Mobile App,Delivery,5,3.36,0.68,PayPal,20,06:00-12:00
81004,10320,2024-03-18 15:23:00,Preparing,Web,Pickup,5,0.0,1.99,Mobile Wallet,65,12:00-18:00
81005,10039,2024-03-26 19:12:00,Cancelled,Web,Delivery,4,3.41,0.29,PayPal,628,18:00-24:00
81006,10281,2024-03-23 16:56:00,Placed,Mobile App,Delivery,2,1.94,1.87,Card,536,12:00-18:00
81007,10035,2024-03-17 01:58:00,Placed,Web,Pickup,4,0.0,0.36,PayPal,33,00:00-06:00
81008,10133,2024-03-21 02:49:00,Preparing,Web,Pickup,5,0.0,1.94,PayPal,585,00:00-06:00
81009,10021,2024-03-19 05:55:00,Cancelled,Web,Pickup,4,0.0,0.88,Mobile Wallet,227,00:00-06:00
81010,10433,2024-03-04 19:11:00,Cancelled,Mobile App,Pickup,3,0.0,0.53,Mobile Wallet,912,18:00-24:00
81011,10022,2024-03-12 03:24:00,Placed,Web,Delivery,3,3.56,0.58,Card,762,00:00-06:00
81012,10292,2024-03-11 03:37:00,Cancelled,Mobile App,Pickup,5,0.0,1.34,PayPal,542,00:00-06:00
81013,10239,2024-03-05 23:11:00,Placed,Web,Pickup,5,0.0,1.46,PayPal,222,18:00-24:00
81014,10394,2024-03-19 06:34:00,Completed,Web,Pickup,4,0.0,0.63,Mobile Wallet,195,06:00-12:00
81015,10249,2024-03-22 16:09:00,Placed,Mobile App,Delivery,4,2.36,1.09,PayPal,971,12:00-18:00
81016,10075,2024-03-15 13:43:00,Placed,Mobile App,Delivery,3,1.19,1.62,PayPal,654,12:00-18:00
81017,10243,2024-03-03 11:04:00,Preparing,Web,Delivery,2,3.86,1.37,PayPal,812,06:00-12:00
81018,10130,2024-03-04 19:18:00,Preparing,Web,Delivery,2,1.82,0.16,Mobile Wallet,615,18:00-24:00
81019,10232,2024-03-12 19:23:00,Preparing,Web,Pickup,5,0.0,0.18,PayPal,866,18:00-24:00
81020,10176,2024-03-10 00:55:00,Completed,Mobile App,Pickup,4,0.0,0.96,Mobile Wallet,247,00:00-06:00
81021,10353,2024-03-20 21:05:00,Completed,Mobile App,Delivery,2,3.47,1.12,Mobile Wallet,464,18:00-24:00
81022,10102,2024-03-27 07:51:00,Preparing,Mobile App,Delivery,4,2.99,1.65,Mobile Wallet,611,06:00-12:00
81023,10381,2024-03-07 20:23:00,Cancelled,Web,Pickup,1,0.0,1.0,PayPal,228,18:00-24:00
81024,10059,2024-03-24 16:44:00,Placed,Mobile App,Pickup,3,0.0,1.89,Card,567,12:00-18:00
81025,10325,2024-03-02 15:51:00,Preparing,Web,Pickup,4,0.0,0.84,Mobile Wallet,142,12:00-18:00
81026,10397,2024-03-28 08:23:00,Cancelled,Web,Delivery,4,2.04,1.9,Mobile Wallet,831,06:00-12:00
81027,10296,2024-03-17 20:25:00,Completed,Web,Delivery,4,1.91,0.61,Card,237,18:00-24:00
81028,10359,2024-03-19 20:15:00,Cancelled,Mobile App,Pickup,2,0.0,0.7,Mobile Wallet,52,18:00-24:00
81029,10219,2024-03-09 00:02:00,Cancelled,Mobile App,Pickup,4,0.0,0.75,Mobile Wallet,821,00:00-06:00
81030,10305,2024-03-25 16:50:00,Cancelled,Mobile App,Delivery,1,1.86,1.32,Mobile Wallet,777,12:00-18:00
81031,10224,2024-03-04 23:42:00,Placed,Web,Pickup,2,0.0,1.3,Mobile Wallet,367,18:00-24:00
81032,10478,2024-03-23 14:12:00,Placed,Mobile App,Pickup,5,0.0,1.01,Card,835,12:00-18:00
81033,10342,2024-03-10 15:25:00,Preparing,Mobile App,Pickup,5,0.0,1.1,Card,468,12:00-18:00
81034,10101,2024-03-16 22:57:00,Cancelled,Mobile App,Pickup,3,0.0,1.82,Mobile Wallet,908,18:00-24:00
81035,10361,2024-03-18 01:12:00,Preparing,Mobile App,Pickup,1,0.0,0.54,Mobile Wallet,427,00:00-06:00
81036,10136,2024-03-11 23:50:00,Placed,Mobile App,Pickup,4,0.0,0.07,Card,389,18:00-24:00
81037,10079,2024-03-16 06:00:00,Preparing,Mobile App,Pickup,1,0.0,0.48,PayPal,500,06:00-12:00
81038,10099,2024-03-27 07:10:00,Cancelled,Web,Pickup,5,0.0,1.88,PayPal,268,06:00-12:00
81039,10373,2024-03-19 08:18:00,Completed,Web,Delivery,4,2.31,0.2,Card,536,06:00-12:00
81040,10259,2024-03-29 17:42:00,Cancelled,Mobile App,Delivery,1,3.51,0.32,PayPal,680,12:00-18:00
81041,10105,2024-03-05 05:52:00,Placed,Mobile App,Delivery,2,1.03,1.54,Card,957,00:00-06:00
81042,10015,2024-03-27 00:33:00,Cancelled,Web,Delivery,4,3.23,0.26,PayPal,170,00:00-06:00
81043,10325,2024-03-11 21:50:00,Preparing,Mobile App,Pickup,2,0.0,0.39,Card,994,18:00-24:00
81044,10372,2024-03-03 08:31:00,Completed,Web,Pickup,1,0.0,1.87,Mobile Wallet,388,06:00-12:00
81045,10012,2024-03-06 01:10:00,Cancelled,Web,Delivery,4,1.32,0.56,Card,821,00:00-06:00
81046,10048,2024-03-23 11:50:00,Completed,Web,Delivery,3,2.17,0.98,Card,122,06:00-12:00
81047,10212,2024-03-23 03:24:00,Placed,Web,Delivery,3,3.06,0.75,PayPal,423,00:00-06:00
81048,10325,2024-03-09 04:23:00,Completed,Web,Pickup,5,0.0,1.81,Mobile Wallet,619,00:00-06:00
81049,10291,2024-03-06 08:01:00,Completed,Mobile App,Delivery,4,2.45,1.23,Mobile Wallet,350,06:00-12:00
81050,10003,2024-03-24 17:53:00,Completed,Web,Delivery,1,1.58,0.06,Card,574,12:00-18:00
81051,10266,2024-03-10 20:15:00,Completed,Web,Delivery,3,3.7,0.06,Card,100,18:00-24:00
81052,10113,2024-03-06 18:15:00,Completed,Mobile App,Delivery,5,2.44,1.91,PayPal,535,18:00-24:00
81053,10363,2024-03-23 13:32:00,Cancelled,Mobile App,Pickup,4,0.0,1.84,PayPal,144,12:00-18:00
81054,10089,2024-03-13 19:01:00,Cancelled,Web,Delivery,3,2.75,1.53,PayPal,115,18:00-24:00
81055,10085,2024-03-23 04:50:00,Cancelled,Mobile App,Delivery,4,2.27,1.49,PayPal,755,00:00-06:00
81056,10319,2024-03-28 15:19:00,Cancelled,Mobile App,Delivery,5,1.6,0.71,Mobile Wallet,33,12:00-18:00
81057,10420,2024-03-21 10:52:00,Preparing,Web,Delivery,1,3.87,0.51,PayPal,28,06:00-12:00
81058,10151,2024-03-02 08:42:00,Placed,Web,Pickup,5,0.0,1.62,PayPal,604,06:00-12:00
81059,10405,2024-03-17 06:45:00,Preparing,Web,Delivery,1,1.65,0.74,Card,433,06:00-12:00
81060,10400,2024-03-01 10:31:00,Completed,Web,Pickup,2,0.0,1.43,Card,95,06:00-12:00
81061,10239,2024-03-26 13:27:00,Placed,Mobile App,Pickup,3,0.0,0.57,Card,827,12:00-18:00
81062,10270,2024-03-05 16:24:00,Completed,Web,Delivery,2,2.72,1.29,Mobile Wallet,566,12:00-18:00
81063,10388,2024-03-15 13:39:00,Preparing,Web,Pickup,1,0.0,0.1,PayPal,722,12:00-18:00
81064,10256,2024-03-13 11:44:00,Cancelled,Web,Delivery,4,1.37,0.34,PayPal,876,06:00-12:00
81065,10303,2024-03-27 05:35:00,Placed,Mobile App,Pickup,1,0.0,0.04,Mobile Wallet,651,00:00-06:00
81066,10003,2024-03-06 23:09:00,Cancelled,Web,Pickup,1,0.0,1.79,Mobile Wallet,274,18:00-24:00
81067,10021,2024-03-04 03:51:00,Cancelled,Web,Pickup,4,0.0,1.66,PayPal,251,00:00-06:00
81068,10371,2024-03-15 10:27:00,Completed,Mobile App,Pickup,2,0.0,0.16,PayPal,702,06:00-12:00
81069,10253,2024-03-18 21:37:00,Completed,Mobile App,Delivery,3,2.48,1.28,Card,33,18:00-24:00
81070,10432,2024-03-02 07:59:00,Preparing,Web,Pickup,1,0.0,1.65,Card,966,06:00-12:00
81071,10054,2024-03-11 07:13:00,Preparing,Web,Pickup,1,0.0,0.38,PayPal,937,06:00-12:00
81072,10418,2024-03-03 09:20:00,Completed,Web,Delivery,3,1.33,1.89,Card,575,06:00-12:00
81073,10136,2024-03-13 06:48:00,Preparing,Web,Pickup,1,0.0,1.17,Card,371,06:00-12:00
81074,10065,2024-03-27 14:01:00,Cancelled,Mobile App,Pickup,3,0.0,1.34,Mobile Wallet,94,12:00-18:00
81075,10271,2024-03-27 07:12:00,Cancelled,Mobile App,Delivery,3,3.93,0.64,Mobile Wallet,697,06:00-12:00
81076,10248,2024-03-05 04:16:00,Completed,Mobile App,Delivery,3,3.13,0.71,Card,480,00:00-06:00
81077,10338,2024-03-04 13:12:00,Placed,Mobile App,Delivery,4,1.18,0.03,Card,907,12:00-18:00
81078,10240,2024-03-23 04:38:00,Placed,Mobile App,Pickup,2,0.0,0.42,Mobile Wallet,446,00:00-06:00
81079,10390,2024-03-21 15:54:00,Preparing,Web,Pickup,2,0.0,1.83,Card,183,12:00-18:00
81080,10470,2024-03-21 14:10:00,Preparing,Mobile App,Pickup,5,0.0,0.38,PayPal,204,12:00-18:00
81081,10217,2024-03-14 23:29:00,Placed,Web,Delivery,4,2.38,0.21,Card,798,18:00-24:00
81082,10124,2024-03-21 23:22:00,Preparing,Mobile App,Delivery,5,1.09,1.32,PayPal,952,18:00-24:00
81083,10181,2024-03-26 01:04:00,Placed,Mobile App,Pickup,2,0.0,0.86,Card,247,00:00-06:00
81084,10204,2024-03-03 10:03:00,Cancelled,Mobile App,Pickup,2,0.0,0.74,Card,546,06:00-12:00
81085,10333,2024-03-09 19:49:00,Completed,Web,Pickup,2,0.0,0.81,Mobile Wallet,272,18:00-24:00
81086,10142,2024-03-05 23:15:00,Placed,Web,Pickup,1,0.0,1.92,Card,688,18:00-24:00
81087,10059,2024-03-02 14:58:00,Completed,Web,Delivery,5,1.2,0.2,Card,231,12:00-18:00
81088,10452,2024-03-18 21:08:00,Placed,Web,Pickup,4,0.0,1.47,Mobile Wallet,8,18:00-24:00
81089,10138,2024-03-08 18:48:00,Preparing,Mobile App,Pickup,5,0.0,1.27,Mobile Wallet,928,18:00-24:00
81090,10306,2024-03-05 06:56:00,Preparing,Mobile App,Pickup,2,0.0,1.48,Mobile Wallet,286,06:00-12:00
81091,10123,2024-03-15 08:11:00,Placed,Web,Delivery,4,1.56,1.8,Card,485,06:00-12:00
81092,10493,2024-03-22 14:23:00,Cancelled,Mobile App,Delivery,5,1.06,1.95,Card,100,12:00-18:00
81093,10088,2024-03-28 00:48:00,Completed,Mobile App,Delivery,2,2.75,0.98,Card,747,00:00-06:00
81094,10242,2024-03-03 01:20:00,Placed,Mobile App,Delivery,2,3.51,1.05,Card,746,00:00-06:00
81095,10387,2024-03-05 06:34:00,Placed,Mobile App,Delivery,4,3.41,0.67,PayPal,195,06:00-12:00
81096,10377,2024-03-23 03:22:00,Completed,Mobile App,Pickup,3,0.0,0.92,PayPal,256,00:00-06:00
81097,10155,2024-03-06 03:09:00,Completed,Web,Pickup,4,0.0,0.3,PayPal,58,00:00-06:00
81098,10439,2024-03-07 10:42:00,Completed,Mobile App,Delivery,3,1.09,1.16,Mobile Wallet,544,06:00-12:00
81099,10499,2024-03-10 09:20:00,Placed,Web,Pickup,1,0.0,1.84,PayPal,81,06:00-12:00
81100,10328,2024-03-13 11:11:00,Cancelled,Web,Delivery,4,1.8,1.36,PayPal,598,06:00-12:00
81101,10201,2024-03-15 01:51:00,Preparing,Web,Pickup,3,0.0,1.16,Mobile Wallet,683,00:00-06:00
81102,10176,2024-03-20 17:27:00,Cancelled,Mobile App,Delivery,5,1.87,1.94,PayPal,560,12:00-18:00
81103,10475,2024-03-22 05:20:00,Preparing,Mobile App,Delivery,2,2.87,1.33,PayPal,655,00:00-06:00
81104,10250,2024-03-14 09:55:00,Placed,Mobile App,Pickup,1,0.0,0.08,PayPal,394,06:00-12:00
81105,10423,2024-03-03 10:06:00,Cancelled,Mobile App,Delivery,4,1.02,0.7,Card,589,06:00-12:00
81106,10026,2024-03-16 22:31:00,Completed,Web,Pickup,3,0.0,1.91,Mobile Wallet,675,18:00-24:00
81107,10139,2024-03-09 22:52:00,Cancelled,Web,Delivery,5,1.87,0.06,PayPal,509,18:00-24:00
81108,10128,2024-03-19 03:56:00,Placed,Mobile App,Pickup,3,0.0,1.84,Mobile Wallet,361,00:00-06:00
81109,10160,2024-03-26 15:56:00,Cancelled,Mobile App,Delivery,4,3.41,0.28,Card,100,12:00-18:00
81110,10129,2024-03-19 22:43:00,Preparing,Mobile App,Delivery,3,1.91,0.59,Mobile Wallet,374,18:00-24:00
81111,10237,2024-03-18 02:39:00,Cancelled,Web,Delivery,4,1.42,0.88,PayPal,426,00:00-06:00
81112,10258,2024-03-17 02:52:00,Cancelled,Mobile App,Pickup,3,0.0,0.84,PayPal,936,00:00-06:00
81113,10237,2024-03-26 10:28:00,Placed,Mobile App,Delivery,2,1.27,0.28,PayPal,826,06:00-12:00
81114,10403,2024-03-27 09:52:00,Completed,Web,Delivery,4,2.86,1.8,PayPal,987,06:00-12:00
81115,10028,2024-03-19 08:07:00,Placed,Mobile App,Pickup,4,0.0,1.61,Mobile Wallet,867,06:00-12:00
81116,10236,2024-03-04 20:28:00,Placed,Mobile App,Delivery,1,3.49,1.3,PayPal,550,18:00-24:00
81117,10305,2024-03-14 05:23:00,Cancelled,Mobile App,Delivery,2,3.59,0.24,Mobile Wallet,843,00:00-06:00
81118,10346,2024-03-10 07:59:00,Preparing,Mobile App,Delivery,4,1.41,1.79,Mobile Wallet,635,06:00-12:00
81119,10437,2024-03-14 16:39:00,Completed,Web,Delivery,5,3.42,1.25,Card,844,12:00-18:00
81120,10059,2024-03-01 00:02:00,Preparing,Web,Delivery,3,2.56,0.49,Card,144,00:00-06:00
81121,10243,2024-03-24 00:28:00,Cancelled,Mobile App,Delivery,5,1.17,0.24,PayPal,100,00:00-06:00
81122,10248,2024-03-11 16:36:00,Completed,Mobile App,Delivery,3,3.58,1.23,PayPal,380,12:00-18:00
81123,10075,2024-03-09 09:51:00,Preparing,Web,Delivery,3,1.51,1.48,Mobile Wallet,102,06:00-12:00
81124,10103,2024-03-14 04:47:00,Completed,Web,Pickup,1,0.0,1.92,PayPal,380,00:00-06:00
81125,10189,2024-03-18 13:25:00,Placed,Mobile App,Pickup,4,0.0,0.83,PayPal,703,12:00-18:00
81126,10076,2024-03-13 21:34:00,Cancelled,Web,Delivery,3,2.69,0.02,PayPal,283,18:00-24:00
81127,10018,2024-03-17 03:27:00,Preparing,Mobile App,Pickup,1,0.0,1.76,PayPal,218,00:00-06:00
81128,10142,2024-03-08 04:55:00,Completed,Web,Delivery,5,2.05,1.41,PayPal,806,00:00-06:00
81129,10263,2024-03-08 22:35:00,Preparing,Mobile App,Delivery,1,2.97,1.13,PayPal,833,18:00-24:00
81130,10367,2024-03-13 16:01:00,Completed,Mobile App,Delivery,5,1.2,1.68,PayPal,284,12:00-18:00
81131,10193,2024-03-27 05:11:00,Completed,Web,Pickup,4,0.0,1.4,Mobile Wallet,677,00:00-06:00
81132,10490,2024-03-04 01:48:00,Placed,Web,Pickup,3,0.0,1.7,Card,332,00:00-06:00
81133,10119,2024-03-05 20:01:00,Cancelled,Mobile App,Delivery,2,1.97,0.46,Mobile Wallet,432,18:00-24:00
81134,10408,2024-03-05 19:09:00,Preparing,Mobile App,Delivery,5,3.27,0.84,Card,371,18:00-24:00
81135,10032,2024-03-02 16:52:00,Placed,Mobile App,Pickup,3,0.0,1.53,Mobile Wallet,745,12:00-18:00
81136,10324,2024-03-08 22:07:00,Completed,Web,Delivery,2,3.1,0.76,Mobile Wallet,868,18:00-24:00
81137,10294,2024-03-09 21:46:00,Completed,Mobile App,Delivery,2,2.31,0.57,Card,932,18:00-24:00
81138,10380,2024-03-20 18:06:00,Preparing,Web,Delivery,5,2.75,1.26,Mobile Wallet,152,18:00-24:00
81139,10050,2024-03-02 12:18:00,Preparing,Web,Delivery,3,2.08,0.82,Mobile Wallet,544,12:00-18:00
81140,10443,2024-03-16 12:08:00,Preparing,Mobile App,Delivery,2,1.57,0.41,PayPal,719,12:00-18:00
81141,10257,2024-03-29 03:32:00,Preparing,Web,Pickup,1,0.0,0.88,Mobile Wallet,910,00:00-06:00
81142,10193,2024-03-26 21:39:00,Placed,Web,Delivery,1,3.35,0.6,Card,748,18:00-24:00
81143,10256,2024-03-03 08:13:00,Completed,Web,Delivery,3,1.67,1.88,PayPal,977,06:00-12:00
81144,10200,2024-03-08 04:25:00,Completed,Web,Pickup,4,0.0,1.07,Card,852,00:00-06:00
81145,10437,2024-03-29 03:43:00,Placed,Web,Pickup,1,0.0,1.17,PayPal,100,00:00-06:00
81146,10335,2024-03-02 11:15:00,Completed,Mobile App,Delivery,5,1.78,0.67,Card,375,06:00-12:00
81147,10072,2024-03-25 21:33:00,Completed,Web,Delivery,3,1.71,0.15,Mobile Wallet,47,18:00-24:00
81148,10464,2024-03-16 17:45:00,Placed,Mobile App,Delivery,2,2.79,1.22,Card,468,12:00-18:00
81149,10455,2024-03-13 07:28:00,Placed,Web,Pickup,1,0.0,0.07,Mobile Wallet,628,06:00-12:00
81150,10116,2024-03-22 17:39:00,Completed,Web,Pickup,3,0.0,0.04,Card,520,12:00-18:00
81151,10014,2024-03-25 07:28:00,Cancelled,Web,Delivery,3,2.66,0.1,PayPal,18,06:00-12:00
81152,10357,2024-03-20 13:22:00,Cancelled,Web,Delivery,4,1.35,0.24,Mobile Wallet,316,12:00-18:00
81153,10463,2024-03-09 19:30:00,Completed,Mobile App,Pickup,2,0.0,1.84,Card,234,18:00-24:00
81154,10119,2024-03-27 18:55:00,Placed,Web,Delivery,2,2.24,1.51,Mobile Wallet,739,18:00-24:00
81155,10291,2024-03-01 16:16:00,Preparing,Web,Delivery,2,1.23,0.25,Card,971,12:00-18:00
81156,10145,2024-03-15 07:06:00,Completed,Web,Delivery,5,3.99,0.26,PayPal,156,06:00-12:00
81157,10246,2024-03-30 21:10:00,Placed,Web,Delivery,3,1.75,1.09,PayPal,627,18:00-24:00
81158,10362,2024-03-21 04:27:00,Completed,Mobile App,Pickup,5,0.0,1.56,PayPal,213,00:00-06:00
81159,10445,2024-03-24 23:27:00,Completed,Mobile App,Delivery,5,3.09,1.01,Card,322,18:00-24:00
81160,10178,2024-03-13 17:35:00,Placed,Web,Pickup,3,0.0,1.82,Mobile Wallet,693,12:00-18:00
81161,10119,2024-03-06 14:04:00,Completed,Web,Pickup,2,0.0,0.07,Card,572,12:00-18:00
81162,10358,2024-03-06 04:46:00,Placed,Mobile App,Pickup,3,0.0,1.67,PayPal,213,00:00-06:00
81163,10143,2024-03-04 20:17:00,Placed,Mobile App,Pickup,4,0.0,1.71,PayPal,957,18:00-24:00
81164,10254,2024-03-18 09:53:00,Cancelled,Mobile App,Delivery,3,1.13,0.41,Card,354,06:00-12:00
81165,10338,2024-03-14 21:18:00,Placed,Mobile App,Pickup,3,0.0,1.87,Mobile Wallet,947,18:00-24:00
81166,10387,2024-03-27 21:29:00,Preparing,Web,Pickup,1,0.0,0.68,Mobile Wallet,848,18:00-24:00
81167,10223,2024-03-05 23:17:00,Cancelled,Mobile App,Pickup,4,0.0,1.72,Mobile Wallet,631,18:00-24:00
81168,10238,2024-03-08 09:32:00,Cancelled,Mobile App,Pickup,1,0.0,1.49,Card,103,06:00-12:00
81169,10068,2024-03-13 18:35:00,Completed,Web,Delivery,2,4.0,1.54,PayPal,790,18:00-24:00
81170,10173,2024-03-29 00:20:00,Completed,Mobile App,Pickup,2,0.0,0.54,PayPal,958,00:00-06:00
81171,10401,2024-03-06 15:46:00,Completed,Mobile App,Delivery,4,3.51,1.7,PayPal,293,12:00-18:00
81172,10237,2024-03-21 00:29:00,Placed,Mobile App,Delivery,5,1.11,0.72,Mobile Wallet,548,00:00-06:00
81173,10433,2024-03-19 14:18:00,Placed,Web,Delivery,3,1.83,1.22,PayPal,858,12:00-18:00
81174,10489,2024-03-21 01:04:00,Preparing,Mobile App,Delivery,1,3.3,0.55,PayPal,508,00:00-06:00
81175,10066,2024-03-29 16:29:00,Preparing,Web,Delivery,4,3.61,1.31,Card,306,12:00-18:00
81176,10059,2024-03-09 09:15:00,Cancelled,Mobile App,Delivery,1,1.13,1.43,Card,657,06:00-12:00
81177,10488,2024-03-01 17:36:00,Completed,Web,Pickup,3,0.0,1.2,PayPal,280,12:00-18:00
81178,10056,2024-03-24 01:42:00,Cancelled,Web,Delivery,5,2.53,0.47,PayPal,470,00:00-06:00
81179,10293,2024-03-04 05:58:00,Cancelled,Mobile App,Pickup,1,0.0,0.29,PayPal,303,00:00-06:00
81180,10311,2024-03-19 13:47:00,Completed,Mobile App,Pickup,4,0.0,1.88,PayPal,336,12:00-18:00
81181,10319,2024-03-08 07:06:00,Completed,Web,Delivery,3,1.87,0.3,Mobile Wallet,489,06:00-12:00
81182,10014,2024-03-28 17:13:00,Preparing,Mobile App,Delivery,3,2.53,1.56,Mobile Wallet,633,12:00-18:00
81183,10402,2024-03-18 05:47:00,Placed,Web,Pickup,5,0.0,0.76,Mobile Wallet,93,00:00-06:00
81184,10041,2024-03-11 05:18:00,Cancelled,Web,Delivery,4,3.54,1.06,Card,711,00:00-06:00
81185,10311,2024-03-15 10:10:00,Completed,Web,Pickup,3,0.0,1.67,PayPal,58,06:00-12:00
81186,10467,2024-03-15 23:00:00,Preparing,Mobile App,Delivery,1,1.69,0.63,Card,544,18:00-24:00
81187,10355,2024-03-21 06:04:00,Cancelled,Mobile App,Delivery,2,1.24,1.12,Card,81,06:00-12:00
81188,10469,2024-03-28 13:03:00,Preparing,Mobile App,Pickup,4,0.0,1.57,Card,598,12:00-18:00
81189,10292,2024-03-25 11:13:00,Preparing,Mobile App,Delivery,1,3.02,1.33,Mobile Wallet,683,06:00-12:00
81190,10134,2024-03-15 06:48:00,Placed,Web,Pickup,5,0.0,0.82,Mobile Wallet,560,06:00-12:00
81191,10076,2024-03-09 04:30:00,Cancelled,Web,Pickup,5,0.0,0.33,PayPal,655,00:00-06:00
81192,10135,2024-03-06 18:03:00,Placed,Mobile App,Pickup,3,0.0,0.05,Card,394,18:00-24:00
81193,10038,2024-03-24 10:24:00,Cancelled,Mobile App,Delivery,5,2.06,0.8,Mobile Wallet,589,06:00-12:00
81194,10124,2024-03-16 07:53:00,Completed,Web,Pickup,2,0.0,1.99,Card,675,06:00-12:00
81195,10038,2024-03-19 14:36:00,Cancelled,Mobile App,Pickup,1,0.0,0.58,PayPal,509,12:00-18:00
81196,10359,2024-03-09 08:22:00,Placed,Web,Delivery,4,3.69,1.19,PayPal,361,06:00-12:00
81197,10346,2024-03-15 14:00:00,Cancelled,Web,Pickup,3,0.0,1.02,Mobile Wallet,100,12:00-18:00
81198,10144,2024-03-11 13:41:00,Completed,Mobile App,Delivery,4,2.02,1.13,Mobile Wallet,374,12:00-18:00
81199,10297,2024-03-15 16:35:00,Cancelled,Mobile App,Pickup,1,0.0,1.51,Card,426,12:00-18:00
81200,10022,2024-03-20 14:15:00,Completed,Mobile App,Delivery,2,1.3,0.57,Card,936,12:00-18:00
81201,10148,2024-03-20 23:24:00,Preparing,Web,Pickup,1,0.0,0.58,PayPal,826,18:00-24:00
81202,10311,2024-03-11 13:03:00,Completed,Web,Delivery,1,1.29,1.1,Mobile Wallet,987,12:00-18:00
81203,10387,2024-03-02 05:52:00,Placed,Web,Delivery,3,1.02,1.67,Card,867,00:00-06:00
81204,10190,2024-03-13 19:50:00,Cancelled,Mobile App,Delivery,4,2.56,1.66,PayPal,550,18:00-24:00
81205,10471,2024-03-06 11:00:00,Cancelled,Mobile App,Delivery,1,2.48,0.17,Card,843,06:00-12:00
81206,10143,2024-03-17 02:21:00,Placed,Web,Delivery,1,3.18,0.65,Mobile Wallet,635,00:00-06:00
81207,10172,2024-03-29 16:48:00,Placed,Mobile App,Pickup,2,0.0,1.78,Card,844,12:00-18:00
81208,10222,2024-03-24 17:23:00,Completed,Web,Delivery,5,3.52,1.32,Mobile Wallet,144,12:00-18:00
81209,10019,2024-03-12 04:36:00,Preparing,Mobile App,Delivery,2,3.62,0.44,Card,100,00:00-06:00
81210,10136,2024-03-23 01:12:00,Preparing,Mobile App,Pickup,4,0.0,0.57,Card,380,00:00-06:00
81211,10326,2024-03-24 11:56:00,Preparing,Web,Delivery,4,2.3,0.98,Mobile Wallet,102,06:00-12:00
81212,10107,2024-03-02 18:23:00,Cancelled,Mobile App,Delivery,3,2.84,1.26,Card,380,18:00-24:00
81213,10327,2024-03-25 03:24:00,Preparing,Mobile App,Pickup,5,0.0,1.68,PayPal,703,00:00-06:00
81214,10343,2024-03-29 16:09:00,Cancelled,Mobile App,Pickup,4,0.0,1.09,PayPal,283,12:00-18:00
81215,10050,2024-03-06 02:44:00,Completed,Mobile App,Delivery,5,3.91,0.65,Mobile Wallet,218,00:00-06:00
81216,10218,2024-03-09 00:27:00,Cancelled,Mobile App,Delivery,2,2.98,0.7,PayPal,806,00:00-06:00
81217,10361,2024-03-23 00:22:00,Cancelled,Mobile App,Delivery,4,3.06,0.06,PayPal,833,00:00-06:00
81218,10260,2024-03-19 14:44:00,Placed,Mobile App,Delivery,1,1.78,0.64,PayPal,586,12:00-18:00
81219,10415,2024-03-19 03:27:00,Completed,Web,Pickup,4,0.0,0.54,Mobile Wallet,804,00:00-06:00
81220,10113,2024-03-15 00:58:00,Cancelled,Mobile App,Pickup,5,0.0,0.44,Card,866,00:00-06:00
81221,10275,2024-03-29 10:58:00,Placed,Mobile App,Delivery,4,1.39,1.08,Mobile Wallet,483,06:00-12:00
81222,10011,2024-03-16 04:02:00,Completed,Web,Pickup,3,0.0,1.31,Mobile Wallet,92,00:00-06:00
81223,10108,2024-03-08 03:28:00,Cancelled,Web,Pickup,1,0.0,0.58,Card,909,00:00-06:00
81224,10467,2024-03-19 19:32:00,Preparing,Web,Pickup,3,0.0,1.88,Card,121,18:00-24:00
81225,10433,2024-03-24 23:08:00,Placed,Mobile App,Delivery,2,3.37,0.08,PayPal,200,18:00-24:00
81226,10155,2024-03-11 11:13:00,Preparing,Web,Delivery,4,1.82,0.25,PayPal,424,06:00-12:00
81227,10336,2024-03-13 06:54:00,Placed,Web,Pickup,4,0.0,0.15,Mobile Wallet,351,06:00-12:00
81228,10361,2024-03-01 16:06:00,Preparing,Web,Pickup,2,0.0,1.47,PayPal,884,12:00-18:00
81229,10100,2024-03-20 08:22:00,Placed,Mobile App,Pickup,3,0.0,0.55,Card,182,06:00-12:00
81230,10052,2024-03-18 03:19:00,Completed,Mobile App,Pickup,1,0.0,0.19,PayPal,215,00:00-06:00
81231,10288,2024-03-13 22:39:00,Preparing,Mobile App,Pickup,3,0.0,0.03,PayPal,782,18:00-24:00
81232,10373,2024-03-25 21:00:00,Placed,Mobile App,Pickup,5,0.0,0.45,Card,440,18:00-24:00
81233,10204,2024-03-21 08:20:00,Completed,Mobile App,Delivery,3,2.69,1.29,PayPal,749,06:00-12:00
81234,10074,2024-03-05 08:11:00,Preparing,Web,Delivery,1,3.59,0.98,Card,19,06:00-12:00
81235,10043,2024-03-19 08:23:00,Cancelled,Web,Delivery,4,1.18,0.99,PayPal,899,06:00-12:00
